archive_path	member_path	sha256	phase0a_sha256	sha256_match	line_count	kind	role	domain	fully_read	evidence_file	evidence_section	line_ranges_read	routes_events	dto_schema_collection	consumers	auth_ownership	state_transitions	price_payment_insurance_source	tests	notes
nabdah-backend.zip	audit-artifacts/DEVICE_VALIDATION_INVENTORY_20260817.md	82fd1d945f0f00442ad2ffc4fe76f64e0b7943c485b3e8341b3ba556947e4830	82fd1d945f0f00442ad2ffc4fe76f64e0b7943c485b3e8341b3ba556947e4830	YES	40	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_PHASE10_DEPENDENCY_RISK_TRIAGE_20260819.md	6bbec058760016d1ab56c36bcb2e79740e4d27074a5aaffea1750a02ca69085e	6bbec058760016d1ab56c36bcb2e79740e4d27074a5aaffea1750a02ca69085e	YES	20	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/PROVIDER_RADIOLOGY_EXACT_READ_20260818.json	90c5b02d1d1e72e92fb780e8da964a36258a9f5c04178c04defc921c465773bc	90c5b02d1d1e72e92fb780e8da964a36258a9f5c04178c04defc921c465773bc	YES	1	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_UNMATCHED_API_REVIEW_20260818.tsv	82c2c02654414e5a57270927fd2fbc2064137988a158f250296cce3721006c11	82c2c02654414e5a57270927fd2fbc2064137988a158f250296cce3721006c11	YES	353	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_PROVIDER_AGREEMENT_FAIL_CLOSED_20260819.md	06b5e40cba8928e0afd1b99618c3121d90d88563a379393a0ae1280a5d001efd	06b5e40cba8928e0afd1b99618c3121d90d88563a379393a0ae1280a5d001efd	YES	41	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/PROVIDER_SPECIALTY_CONTRACT_MAP_20260818.md	3a6d7b2a7d14899e859a088ca4a6fddcbbdecb76b9ae6eaf87e1365526aafec1	3a6d7b2a7d14899e859a088ca4a6fddcbbdecb76b9ae6eaf87e1365526aafec1	YES	317	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_EXPO_MIGRATION_METHOD_20260819.md	1a4656ddd91fb6941cd38c2ac63078ee6e658f75c1f730b4dfd2c4877a30baac	1a4656ddd91fb6941cd38c2ac63078ee6e658f75c1f730b4dfd2c4877a30baac	YES	17	OWNED_SOURCE_MEMBER	migration	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_PHASE3_FINAL_CLOSURE_DOUBLE_CHECK_20260819.md	79d7831d2b3b481e9d333a17bd807d31bc72992086ad93b87b292e6d696dfe67	79d7831d2b3b481e9d333a17bd807d31bc72992086ad93b87b292e6d696dfe67	YES	35	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_PHASE8_BATCH_F_FAMILY_OWNERSHIP_CONTRACTS_20260819.md	86552f45e6800782f45ea021d65ff7d5a8a1103e19c6a8d6fcc64b2fc007346e	86552f45e6800782f45ea021d65ff7d5a8a1103e19c6a8d6fcc64b2fc007346e	YES	31	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_BUILD_ENVIRONMENT_GATE_20260818.md	f5b574babb18b9c91d2689e4d74fb9a49c0949306d24ab8d8bc4ca750fa510be	f5b574babb18b9c91d2689e4d74fb9a49c0949306d24ab8d8bc4ca750fa510be	YES	19	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_PHASE4_FINAL_CLOSURE_DOUBLE_CHECK_20260819.md	7516395f59f5319a72b100538b8b852108aa9c1f9aee56e32c5207cd498f9f28	7516395f59f5319a72b100538b8b852108aa9c1f9aee56e32c5207cd498f9f28	YES	34	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_PHASE2_WALLET_TRANSFER_CARD_CONTRACT_GAPS_20260819.md	a4860e48120715fa1b67c4823d781aed001ecefa2c3b4c52e6a0994cc593da16	a4860e48120715fa1b67c4823d781aed001ecefa2c3b4c52e6a0994cc593da16	YES	21	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/PROVIDER_REGISTRATION_DEFAULTS_POSTFIX_SCAN_20260818.txt	7216ac34674d85b1ec214df434126ffb58dd7ab705efd1172f238b75e399df83	7216ac34674d85b1ec214df434126ffb58dd7ab705efd1172f238b75e399df83	YES	109	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/PATIENT_EXACT_READ_PROBE_20260818.md	27a26835169ea1617f4e0a1ea593428e90247b1631e646fde512a71a7cbe4dc2	27a26835169ea1617f4e0a1ea593428e90247b1631e646fde512a71a7cbe4dc2	YES	3	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/PROVIDER_HOSPITAL_EXACT_READ_20260818.json	d087d538dfcc30246ada86a02acd7c9e776656ff4389c93b3b6dec1776d45477	d087d538dfcc30246ada86a02acd7c9e776656ff4389c93b3b6dec1776d45477	YES	1	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_PHASE9_FINAL_DOUBLE_CHECK_20260819.md	350179fdd90250ab84071b74b97aeff28dc52fb64b05e1fcebd2c5163abec323	350179fdd90250ab84071b74b97aeff28dc52fb64b05e1fcebd2c5163abec323	YES	42	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_PHASE5_CONSISTENCY_RECONCILIATION_GAPS_20260819.md	b62df038e469f48cdf4ebd1ce9253193174a9613f89cd60de7ad99bdfa7f2330	b62df038e469f48cdf4ebd1ce9253193174a9613f89cd60de7ad99bdfa7f2330	YES	19	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_PHASE16_HOSPITAL_PROVIDER_ROLE_REMEDIATION_20260819.md	f6283c2ffa03def307b308da970f1dcb36ae88994192e38ec8393cf4650ddaea	f6283c2ffa03def307b308da970f1dcb36ae88994192e38ec8393cf4650ddaea	YES	64	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_PHASE11_SANDBOX_READONLY_AUTHORIZATION_WAVE2_20260819.md	9e7f58a5f323f2dad97639bc90554dd6b02d849dd92cb8367c351731f7596ad7	9e7f58a5f323f2dad97639bc90554dd6b02d849dd92cb8367c351731f7596ad7	YES	28	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_PHASE8_BATCH_AC_FACILITY_STAFF_ASSIGNMENT_INTEGRITY_20260819.md	7b94c52062662f74ad6a84c661d0e00c06b17fbf9c6207b183a2848da25d92d0	7b94c52062662f74ad6a84c661d0e00c06b17fbf9c6207b183a2848da25d92d0	YES	30	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_PHASE13_EXIT_CRITERIA_REVIEW_20260819.md	1c646b8694a6eb050bf3a3ab70900e53f6ccdabaecc7ccd465fbb5feee9de8db	1c646b8694a6eb050bf3a3ab70900e53f6ccdabaecc7ccd465fbb5feee9de8db	YES	34	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/ADMIN_DISPUTES_SOURCE_SCOPE_BLOCKER_20260818.md	73c2592f7886c8fad2a52204f9028c868b72be57f55c9baed8be514d46e10280	73c2592f7886c8fad2a52204f9028c868b72be57f55c9baed8be514d46e10280	YES	5	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_PHASE2_CONSULTATION_INSURANCE_FINANCIAL_GAP_20260819.md	c8120645751722140f2680233232a2deceef8bd5274d9e6e860d518df1176b05	c8120645751722140f2680233232a2deceef8bd5274d9e6e860d518df1176b05	YES	26	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_BACKEND_DEPENDENCY_MIGRATION_20260819.md	ff71912df8beb2262304b5ba0c859fca8ec334e2dfdbc9f2f3b6eb674e773bd3	ff71912df8beb2262304b5ba0c859fca8ec334e2dfdbc9f2f3b6eb674e773bd3	YES	47	OWNED_SOURCE_MEMBER	migration	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_PROVIDER_SIX_LOCALE_FOUNDATION_20260819.md	a8f951f88f06c643873b6aed2d8ae1b1fe587cdea0f0813e1861126d13897782	a8f951f88f06c643873b6aed2d8ae1b1fe587cdea0f0813e1861126d13897782	YES	76	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_PHASE12_FINAL_PRODUCTION_READINESS_REPORT_20260819.md	3ce14d0be8f7a0577364da2dc801ab43a39b2427ec99b8ff6a40d6de49ee69cf	3ce14d0be8f7a0577364da2dc801ab43a39b2427ec99b8ff6a40d6de49ee69cf	YES	107	OWNED_SOURCE_MEMBER	repository	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/PROVIDER_HOSPITAL_SINGLE_LOGIN_20260818.json	3cb37ca287cb0e91594079c240d59ed9ea283ee438265bbde961a6bf3312d8fe	3cb37ca287cb0e91594079c240d59ed9ea283ee438265bbde961a6bf3312d8fe	YES	1	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_PHASE2_PATIENT_METHOD_MISMATCH_REMEDIATION_QUEUE_20260818.tsv	0b6b00b2972a9f7503aaf8f4280e2a14694db41f9e8bf2b9e7874804dce002a1	0b6b00b2972a9f7503aaf8f4280e2a14694db41f9e8bf2b9e7874804dce002a1	YES	21	OWNED_SOURCE_MEMBER	job	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_PHASE5_EVENT_BUS_OUTBOX_GAPS_20260819.md	380ec809f669fced1483eee149b5d003c0f32c1d94fe9ebde32b000337943db9	380ec809f669fced1483eee149b5d003c0f32c1d94fe9ebde32b000337943db9	YES	18	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_PHASE16_PRESCRIPTION_DOCTOR_IDENTITY_P0_REMEDIATION_20260820.md	08d10484f461c49b9b5f32cf6a4c8c3c17c9e0d692d5290cb8840e206e299d23	08d10484f461c49b9b5f32cf6a4c8c3c17c9e0d692d5290cb8840e206e299d23	YES	54	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_SOURCE_AUTHORITY_CORRECTION_20260818.md	1da55d0feb1445c9b28034eda6a3d0b0c005bbf010aa49bb3ee63b3636196dd0	1da55d0feb1445c9b28034eda6a3d0b0c005bbf010aa49bb3ee63b3636196dd0	YES	15	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_PHASE2_PATIENT_FEATURE_DECISION_SUMMARY_20260818.md	28722111cf7bfbabc0787e443e0104736dc6ec0c327dc3a82bf4ad8ebacd437e	28722111cf7bfbabc0787e443e0104736dc6ec0c327dc3a82bf4ad8ebacd437e	YES	30	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_PHASE9_BACKEND_DEPENDENCY_LOCK_INTEGRITY_20260819.md	0e61c63616ce691710b4b03266839c058ed6145a2e2623c6598ebcc90b22cc3c	0e61c63616ce691710b4b03266839c058ed6145a2e2623c6598ebcc90b22cc3c	YES	22	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/DEVICE_nabd_plus-prebuild.out	f0781739239c79945171bf0fcb32ecbc4b8761ba9a056269b070d48cd1df55c4	f0781739239c79945171bf0fcb32ecbc4b8761ba9a056269b070d48cd1df55c4	YES	14	EXCLUSION_OTHER	non-source archive member	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/PROVIDER_PHARMACY_CORRECT_BROADCAST_READ_20260818.json	d228c07e8179652dcf2517af63c56b52e891e41f5768977617d8098c4a6a2d88	d228c07e8179652dcf2517af63c56b52e891e41f5768977617d8098c4a6a2d88	YES	1	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/PATIENT_404_CONTRACT_CLASSIFICATION_20260818.md	1574fe1e9863db9eaa912331235de29cbbea1242a2c3d13e9fb9039082fd3bc6	1574fe1e9863db9eaa912331235de29cbbea1242a2c3d13e9fb9039082fd3bc6	YES	218	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_PHASE2_PATIENT_OPEN_CONTRACT_CLASSIFICATION_20260818.tsv	36edc37d53c036525fed91b6e92b7baef741075bbd95716bda3b41941099b1c5	36edc37d53c036525fed91b6e92b7baef741075bbd95716bda3b41941099b1c5	YES	33	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/DEVICE_nabd_plus-expo-config.json	b1e885d59c78777470703eef092aaa3cd2a56b03a50adcf792ea682fef8718f5	b1e885d59c78777470703eef092aaa3cd2a56b03a50adcf792ea682fef8718f5	YES	1	OWNED_SOURCE_MEMBER	config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_PHASE19_RERUN_STATUS_AND_EXECUTABLE_BLOCKERS_20260820.md	ccad8b2c1fb1b235f3cb39c32ee9820f436c96f27962d32ad45891e97e0b98d9	ccad8b2c1fb1b235f3cb39c32ee9820f436c96f27962d32ad45891e97e0b98d9	YES	53	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/ERROR_CODE_REGISTRY_REVIEW_DRAFT_20260817.md	f4214e076551ac15452ca79692e1e79d5230474d64b34457d75f6ec8768586ad	f4214e076551ac15452ca79692e1e79d5230474d64b34457d75f6ec8768586ad	YES	56	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_PROVIDER_LAB_TRUTHFULNESS_20260819.md	7d00af49488d4eb46ca054457a28dfd738511046d3d59473050b16be0d27e41e	7d00af49488d4eb46ca054457a28dfd738511046d3d59473050b16be0d27e41e	YES	42	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_PHASE3_PROVIDER_LAB_OPERATIONS_GAPS_20260819.md	57c9f1eba7b4328b75b88bfa56f0afe7a7b1ea9e2fa7ddc2d2f99f14273682cd	57c9f1eba7b4328b75b88bfa56f0afe7a7b1ea9e2fa7ddc2d2f99f14273682cd	YES	20	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_ACTUAL_API_CALLS_20260818.tsv	c8e762bd15fbe0c0ecb8e97fecfa1d1f6233ce316602f06174e07a90386e4fb1	c8e762bd15fbe0c0ecb8e97fecfa1d1f6233ce316602f06174e07a90386e4fb1	YES	405	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_MASTER_FULL_SYSTEMATIC_QA_AND_REMEDIATION_PLAN_20260818.md	a8aa552e3a54cba876b24b15e6cbe5f2982ec4cbfd22ceff7e8cc84dc4094769	a8aa552e3a54cba876b24b15e6cbe5f2982ec4cbfd22ceff7e8cc84dc4094769	YES	73	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/EMERGENCY_LOCATION_POLICY_REVIEW_DRAFT_20260817.md	762cb469131baf9a3dc179d03cfca4ce4f4cbd6aa35621d5ecdd7bef4f7ad3c1	762cb469131baf9a3dc179d03cfca4ce4f4cbd6aa35621d5ecdd7bef4f7ad3c1	YES	42	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/PROVIDER_READONLY_FINDINGS_20260818.md	7326bd654b19750e1940f3857972ec031fcd30d3c9c397bc9c94f35a771ca2ac	7326bd654b19750e1940f3857972ec031fcd30d3c9c397bc9c94f35a771ca2ac	YES	5	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_PHASE3_PROVIDER_PHARMACY_BROADCAST_GAPS_20260819.md	a8019dab93da1c1cbfa0303052c5fe37d645e379cbaab83a6ca4e493a441b124	a8019dab93da1c1cbfa0303052c5fe37d645e379cbaab83a6ca4e493a441b124	YES	20	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_PHASE10_FINAL_DOUBLE_CHECK_20260819.md	21d122dffc1acf05c644031954e73786a1b75066ccff4afb03e8111e3bc0e666	21d122dffc1acf05c644031954e73786a1b75066ccff4afb03e8111e3bc0e666	YES	29	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
nabdah-backend.zip	audit-artifacts/NABDAH_REVIEW_HANDOVER_CURRENT_STATE_20260819.md	b43cb710ce22d10bb89352d54583a87899e5c837525215c8c369db0a4e87f13e	b43cb710ce22d10bb89352d54583a87899e5c837525215c8c369db0a4e87f13e	YES	139	OWNED_SOURCE_MEMBER	source/config	backend	NO	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	UNASSIGNED	Semantic read pending; inventory/provenance only
