mobile_file	domain	web_route_candidates	nav_markers	action_markers	http_methods	status	endpoint_markers
diagnostics/search.tsx	diagnostics	/diagnostics	1	2		partial-route-only	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | /../src/utils/localize | // | /AppText | /Card | /ScrollView | /View | /diagnostics/test-detail | /labs/services
diagnostics/technician-tracking.tsx	diagnostics		0	0		missing-or-merged-route-review	/diagnostics/orders
diagnostics/test-detail.tsx	diagnostics		1	4		missing-or-merged-route-review	/../src/components/ui | /../src/context/AppContext | /../src/context/DiagnosticsCartContext | /../src/utils/api | /../src/utils/labMappers | /../src/utils/localize | // | /Animated.View | /AppText | /SafeAreaView | /ScrollView | /TouchableOpacity | /View | /diagnostics/cart | /labs/services/${id} | /radiology/services/${id} | /vector-icons/MaterialCommunityIcons | /}
diagnostics/upload-rx.tsx	diagnostics		0	0		missing-or-merged-route-review	// | /pharmacy/scan-prescription | /pharmacy/scan-prescription. | /upload
drug-scanner/index.tsx	drug-scanner		1	6	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /ScrollView | /TouchableOpacity | /View | /ai/drug-interactions | /consultations | /drug-scanner/index.tsx | /health/medications | /}
emergency/index.tsx	emergency		0	0		missing-or-merged-route-review	// | /emergency/sos
emergency/sos-active.tsx	emergency		1	4	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/MapPrimitives | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /Card | /MapView | /ScrollView | /View | /emergency/${sosId}/cancel | /emergency/my/active | /emergency/sos-active.tsx | /hospital | /index | /sos/status | /}
emergency/sos.tsx	emergency		2	5	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /Animated.View | /AppText | /Card | /TouchableOpacity | /View | /emergency/sos-active | /emergency/tracking | /emergency/trigger | /}
emergency/tracking.tsx	emergency	/[locale]/orders/[orderId]/tracking	1	4		partial-route-only	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /Animated.View | /AppText | /TouchableOpacity | /View | /emergency/sos | /emergency/tracking | /emergency/tracking.tsx | /utils/dates | /}
family/calendar.tsx	family		0	8	DELETE,POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | /../src/utils/family-calendar-contract | // | /AppText | /Card | /Modal | /ScrollView | /TouchableOpacity | /View | /family/calendar | /family/calendar.tsx | /family/calendar/event | /family/calendar/event/${id} | /family/members | /utils/dates
family/chat.tsx	family	/[locale]/chat	0	4	POST	partial-route-contract-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /TouchableOpacity | /View | /chat.tsx | /family/chat/messages | /family/members | /users/me/profile | /utils/dates | /}
family/emergency-contacts.tsx	family	/[locale]/health/emergency-contacts	3	6		partial-route-only	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /Card | /ScrollView | /View | /emergency-contacts.tsx | /emergency/sos | /family/emergency-contacts | /family/invite
family/hub.tsx	family	/family	7	7		partial-route-only	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /Card | /ScrollView | /TouchableOpacity | /View | /family/calendar | /family/chat | /family/emergency-contacts | /family/hub.tsx | /family/invite | /family/join | /family/member-health | /family/members | /family/permissions | /index | /}
family/index.tsx	family		0	0		missing-or-merged-route-review	// | /health/family-hub
family/invite.tsx	family		0	5	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | //nabdahplus.app/join/${inviteCode} | //nabdahplus.app/join/{inviteCode} | /AppText | /Card | /ScrollView | /TouchableOpacity | /View | /family/invite | /}
family/join.tsx	family		2	6	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /Card | /View | /family/join | /family/scan | /health/family-hub | /join.tsx | /reject
family/member-health.tsx	family		3	4		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | /../src/utils/localize | // | /AppText | /Card | /ScrollView | /View | /consultations | /family/chat | /family/member-records/${memberId} | /family/permissions | /utils/dates | /}
family/permission-request.tsx	family		0	4	PUT	missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | // | /AppText | /Card | /ScrollView | /View | /family/permissions/pending | /family/permissions/respond/${requestInfo._id | /utils/dates | /}
family/permissions.tsx	family		0	3	DELETE,PATCH,POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /Card | /ScrollView | /View | /family/member/${memberId}/permissions | /family/my-group | /family/permissions/request | /family/remove-member/${memberId} | /}
family/scan.tsx	family		1	2		missing-or-merged-route-review	/../src/components/ui | /../src/context/AppContext | /.test | // | //nabdahplus.app/join/ABC123 | /AppText | /View | /family/join | /i | /invite.tsx | /join | /scan.tsx
family/shared-calendar.tsx	family		0	0		missing-or-merged-route-review	// | /family/calendar | /family/shared-calendar.tsx
health/actionable-order.tsx	health		3	4		missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedText | /../src/theme | // | /LocalizedText | /ScrollView | /TouchableOpacity | /View | /diagnostics | /diagnostics/search | /labs | /pharmacy | /}
health/add-family-member.tsx	health		0	0		missing-or-merged-route-review	// | /family/invite
health/chronic-disease.tsx	health		3	5		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /Card | /ScrollView | /TouchableOpacity | /View | /consultations | /health/chronic-disease.tsx | /health/chronic-diseases | /health/edit-profile | /health/vitals | /}
health/chronic-medications.tsx	health	/[locale]/health/chronic-medications	3	7	POST	partial-route-contract-review	/../src/components/ui | /../src/context/AppContext | /../src/i18n/medications | /../src/utils/api | /../src/utils/medication-notifications | /Animated.View | /AppText | /Card | /ScrollView | /View | /health/chronic-meds | /health/medication-reminder-add | /health/reminders/${id}${suffix} | /pharmacy/order-tracking | /refill | /refill/cancel | /refill/snooze
health/conditions-allergies.tsx	health		0	4	DELETE,POST	missing-or-merged-route-review	/../src/components/ui | /../src/context/AppContext | /../src/utils/api | /AppText | /Card | /ScrollView | /View | /medical-profile | /medical-profile/${list} | /medical-profile/${list}/${id}
health/edit-profile.tsx	health		1	5	PATCH,POST	missing-or-merged-route-review	/../src/components/ui | /../src/context/AppContext | /../src/utils/api | /AppText | /Card | /ScrollView | /View | /health/conditions-allergies | /jpeg | /media/upload | /medical-profile | /users/me/profile
health/emergency-contacts.tsx	health	/[locale]/health/emergency-contacts	0	6	DELETE,POST	partial-route-contract-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /KeyboardAvoidingView | /Modal | /ScrollView | /TouchableOpacity | /View | /health/emergency-contacts | /health/emergency-contacts/${c.id}
health/family-calendar.tsx	health		0	0		missing-or-merged-route-review	// | /family/shared-calendar
health/family-chat.tsx	health		0	0		missing-or-merged-route-review	// | /family/chat
health/family-hub.tsx	health		6	8	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/hooks/useGuestGuard | /../src/utils/api | // | /AppText | /Card | /ScrollView | /TouchableOpacity | /View | /family/calendar | /family/chat | /family/create | /family/emergency-contacts | /family/invite | /family/join | /family/member-health | /family/members | /family/my-group | /family/permissions | /}
health/family-member-detail.tsx	health		0	0		missing-or-merged-route-review	// | /family/member-health
health/health-id.tsx	health		2	5		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/hooks/useGuestGuard | /../src/utils/api | // | /AppText | /ScrollView | /TouchableOpacity | /View | /health/chronic-meds | /health/edit-profile | /health/emergency-contacts | /health/health-id.tsx | /users/me/profile | /}
health/medication-reminder-add.tsx	health		1	3		missing-or-merged-route-review	/../src/components/ui | /../src/context/AppContext | /../src/i18n/medications | /../src/utils/api | /../src/utils/medication-notifications | /Animated.View | /AppText | /Card | /Riyadh | /ScrollView | /TouchableOpacity | /View | /health/medication-reminder-list | /health/reminders | /health/reminders/${id}
health/medication-reminder-list.tsx	health		3	9	PATCH,POST	missing-or-merged-route-review	/../src/components/ui | /../src/context/AppContext | /../src/i18n/medications | /../src/utils/api | /../src/utils/medication-notifications | /Animated.View | /AppText | /Card | /ScrollView | /View | /health/medication-reminder-add | /health/reminders | /health/reminders/${id} | /health/reminders/${reminder.id}/log
health/medications.tsx	health		6	9		missing-or-merged-route-review	/../src/components/ui | /../src/context/AppContext | /../src/i18n/medications | /../src/utils/api | /Animated.View | /AppText | /Card | /ScrollView | /View | /health/chronic-medications | /health/medication-reminder-add | /health/medication-reminder-list | /health/prescriptions | /health/reminders
health/prescriptions.tsx	health	/[locale]/prescriptions	2	4		partial-route-only	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/hooks/useGuestGuard | /../src/utils/api | // | /AppText | /Card | /TouchableOpacity | /View | /health/prescriptions | /health/prescriptions.tsx | /pharmacy | /pharmacy/rx-order
health/refills.tsx	health		2	3	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | /../src/utils/chronic-refill-contract | /../src/utils/localize | // | /AppText | /Card | /ScrollView | /View | /health/refills.tsx | /health/reminders/${id}/refill | /health/reminders?active=1 | /pharmacy/order-tracking | /pill | /profile/addresses | /}
health/reminders.tsx	health	/[locale]/reminders	0	0		partial-route-only	/health/medication-reminder-list
health/reports.tsx	health	/[locale]/health/reports	0	2		partial-route-only	/../src/components/ui | /../src/context/AppContext | /../src/utils/api | /AppText | /Card | /View | /health/reports
health/sleep-score.tsx	health		1	3		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /Card | /ScrollView | /View | /health/sleep | /health/sleep-score.tsx | /health/sleep-tracker | /health/sleep?limit=30 | /utils/dates | /}
health/sleep-tracker.tsx	health		0	3	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /Card | /POST | /ScrollView | /View | /health/sleep | /health/sleep-tracker.tsx | /health/sleep?limit=30 | /utils/dates | /}
health/smart-reminders.tsx	health		0	0		missing-or-merged-route-review	/health/medication-reminder-list
health/trends.tsx	health	/[locale]/health/trends	0	7		partial-route-only	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /Card | /ScrollView | /TouchableOpacity | /View | /health/trends | /health/trends.tsx | /utils/dates | /}
health/vitals-log.tsx	health		0	7	POST	missing-or-merged-route-review	/../src/components/ui | /../src/context/AppContext | /../src/utils/api | /AppText | /Card | /ScrollView | /TouchableOpacity | /View | /dL | /health/vitals | /health/vitals?type=${type}&limit=30
health/vitals.tsx	health	/[locale]/health/vitals	5	7		partial-route-only	/../src/components/ui | /../src/context/AppContext | /../src/utils/api | /AppText | /Card | /ScrollView | /View | /health/conditions-allergies | /health/vitals-log | /health/vitals/summary
health/wearables.tsx	health		1	3	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /Card | /ScrollView | /TouchableOpacity | /View | /[ | /g | /health/sleep-tracker | /health/wearables.tsx | /utils/dates | /wearables | /wearables/data | /wearables/devices | /}
index.tsx	index.tsx		3	0		missing-or-merged-route-review	// | /Animated.View | /AppText | /View | /async-storage | /index.tsx | /src/components/NabdahLogo | /src/components/ui | /src/constants | /src/context/AppContext | /welcome
insurance/add-policy.tsx	insurance		1	4	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | /../src/utils/localize | // | /AppText | /ScrollView | /TouchableOpacity | /View | /insurance/companies | /insurance/hub | /insurance/ocr-extract | /insurance/save-policy | /jpeg | /}
insurance/approval-pending.tsx	insurance		4	5		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /Card | /View | /consultations | /insurance/claim-tracking | /insurance/requests/${params.requestId} | /insurance/requests/my | /payments/processing | /users/me/profile
insurance/benefits-summary.tsx	insurance		0	1		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /ScrollView | /TouchableOpacity | /View | /insurance/benefits-summary | /insurance/benefits-summary.tsx | /{b.limitCount} | /}
insurance/claim-tracking.tsx	insurance		3	4		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | // | /AppText | /TouchableOpacity | /View | /insurance/claim-tracking.tsx | /insurance/claims/my | /insurance/refund-status | /insurance/submit-claim | /support/chat | /}
insurance/copay.tsx	insurance		1	1	POST	missing-or-merged-route-review	/../src/components/Header | /../src/components/Icon | /../src/components/LocalizedText | /../src/context/AppContext | /../src/theme/colors | /../src/utils/api | /../src/utils/payment-idempotency | // | /A | /LocalizedText | /ScrollView | /TouchableOpacity | /View | /exhaustive-deps | /insurance/requests/my | /payments/intent/insurance/${copayRequest.id} | /payments/processing | /verified
insurance/coverage-check.tsx	insurance		1	6		missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /ScrollView | /TouchableOpacity | /View | /insurance/coverage-check | /insurance/coverage-check.tsx | /insurance/coverage-check?service_type=${serviceType}${providerName | /support/chat | /}
insurance/hub.tsx	insurance	/insurance	8	11	POST	partial-route-contract-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/hooks/useGuestGuard | /../src/utils/api | // | //www.chi.gov.sa/ar/Services/Pages/BeneficiaryInquiry.aspx | /AppText | /Modal | /ScrollView | /TouchableOpacity | /View | /insurance/add-policy | /insurance/benefits-summary | /insurance/claim-tracking | /insurance/claims | /insurance/coverage-check | /insurance/hub.tsx | /insurance/network-providers | /insurance/policy-detail | /insurance/save-policy | /insurance/submit-claim | /result | /users/me/insurance | /}
insurance/index.tsx	insurance		0	0		missing-or-merged-route-review	// | /insurance/hub
insurance/network-providers.tsx	insurance		1	4		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | /../src/utils/localize | // | /AppText | /TouchableOpacity | /View | /insurance/add-policy | /insurance/network-providers.tsx | /providers?${qs.toString | /users/me/profile
insurance/payment-split.tsx	insurance		2	6	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | /../src/utils/insurance-copay-contract | /../src/utils/payment-idempotency | // | /AppText | /Card | /ScrollView | /View | /insurance/payment-split.tsx | /insurance/requests/${request.id}/pay-copay | /insurance/requests/${requestId} | /payments/intent/insurance/${request.id} | /payments/processing
insurance/policy-detail.tsx	insurance		2	3		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /ScrollView | /TouchableOpacity | /View | /insurance/add-policy | /insurance/coverage-check | /users/me/profile
insurance/refund-status.tsx	insurance		0	1		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /ScrollView | /TouchableOpacity | /View | /refunds/my
insurance/submit-claim.tsx	insurance		0	5	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /Card | /ScrollView | /View | /insurance/claims/submit | /insurance/submit-claim.tsx
loyalty/challenges.tsx	loyalty		0	2	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /TouchableOpacity | /View | /loyalty/challenges | /loyalty/challenges/${id}/join | /utils/dates | /{total}
loyalty/hub.tsx	loyalty		3	6	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /ScrollView | /TouchableOpacity | /View | /loyalty/account | /loyalty/config | /loyalty/hub.tsx | /loyalty/leaderboard | /loyalty/rewards | /loyalty/rewards/${rid}/claim | /loyalty/transactions?page=1 | /utils/dates | /}
loyalty/leaderboard.tsx	loyalty		0	1		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /View | /loyalty/leaderboard.tsx | /loyalty/leaderboard?limit=50 | /}
loyalty/referrals.tsx	loyalty		0	6	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | //nabdahplus.com/invite | /AppText | /Card | /POST | /ScrollView | /View | /loyalty/referrals.tsx | /referrals | /referrals/apply | /referrals/my | /utils/dates | /}
loyalty/rewards.tsx	loyalty		0	2	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /Card | /ScrollView | /TouchableOpacity | /View | /loyalty/account | /loyalty/rewards | /loyalty/rewards/${reward.id}/claim
map/index.tsx	map		6	13		missing-or-merged-route-review	/../src/components/Icon | /../src/components/MapPrimitives | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | /../src/utils/localize | // | /Animated.View | /AppText | /MapView | /Marker | /React.Fragment | /ScrollView | /TouchableOpacity | /View | /consultations | /consultations/doctor-profile | /coords | /diagnostics/booking-confirm | /distance/eta/price | /health/edit-profile | /lng | /map/index.tsx | /nursing | /pharmacy | /providers/map?${query.toString | /user/insurance | /}
maternity/baby-development.tsx	maternity		0	0		missing-or-merged-route-review	/maternity/hub
maternity/baby-growth.tsx	maternity		0	0		missing-or-merged-route-review	/maternity/hub
maternity/fetus-data.ts	maternity		0	0		missing-or-merged-route-review	/../assets/images/maternity/fetus/week_1.jpg | /../assets/images/maternity/fetus/week_12.jpg | /../assets/images/maternity/fetus/week_13.jpg | /../assets/images/maternity/fetus/week_14.jpg | /../assets/images/maternity/fetus/week_15.jpg | /../assets/images/maternity/fetus/week_16.png | /../assets/images/maternity/fetus/week_17.jpg | /../assets/images/maternity/fetus/week_17.png | /../assets/images/maternity/fetus/week_18.png | /../assets/images/maternity/fetus/week_19.png | /../assets/images/maternity/fetus/week_2.jpg | /../assets/images/maternity/fetus/week_20.png | /../assets/images/maternity/fetus/week_21.png | /../assets/images/maternity/fetus/week_22.png | /../assets/images/maternity/fetus/week_23.png | /../assets/images/maternity/fetus/week_24.png | /../assets/images/maternity/fetus/week_25.png | /../assets/images/maternity/fetus/week_26.png | /../assets/images/maternity/fetus/week_27.png | /../assets/images/maternity/fetus/week_28.png | /../assets/images/maternity/fetus/week_29.png | /../assets/images/maternity/fetus/week_3.jpg | /../assets/images/maternity/fetus/week_30.png | /../assets/images/maternity/fetus/week_31.png | /../assets/images/maternity/fetus/week_32.png | /../assets/images/maternity/fetus/week_33.png | /../assets/images/maternity/fetus/week_34.png | /../assets/images/maternity/fetus/week_35.png | /../assets/images/maternity/fetus/week_36.png | /../assets/images/maternity/fetus/week_37.png | /../assets/images/maternity/fetus/week_38.png | /../assets/images/maternity/fetus/week_39.png | /../assets/images/maternity/fetus/week_4.jpg | /../assets/images/maternity/fetus/week_40.png | /../assets/images/maternity/fetus/week_5.jpg | /../assets/images/maternity/fetus/week_6.jpg | /../assets/images/maternity/fetus/week_7.jpg | /../assets/images/maternity/fetus/week_8.jpg | /../assets/images/maternity/fetus/week_9.jpg | //
maternity/hub.tsx	maternity		2	4		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/i18n/maternity | /../src/utils/api | /Animated.View | /AppText | /Card | /ScrollView | /View | /maternity/maternity-setup | /maternity/profile
maternity/maternity-setup.tsx	maternity		1	2	POST	missing-or-merged-route-review	/../src/components/ui | /../src/context/AppContext | /../src/i18n/maternity | /../src/utils/api | /Animated.View | /AppText | /Card | /ScrollView | /View | /maternity/hub | /maternity/profile
maternity/ovulation-tracker.tsx	maternity		0	0		missing-or-merged-route-review	/maternity/hub
maternity/pregnancy-tracker.tsx	maternity		0	0		missing-or-merged-route-review	/maternity/hub
mental-health/breathing.tsx	mental-health	/[locale]/mental-health/breathing	0	0		partial-route-only	/mental-health/hub
mental-health/crisis-support.tsx	mental-health		1	9	DELETE,POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/i18n/mental-health | /../src/utils/api | /AppText | /Modal | /ScrollView | /TouchableOpacity | /View | /[ | /consultations | /g | /mental-health/crisis-contacts | /mental-health/crisis-contacts/${id}
mental-health/hub.tsx	mental-health		1	2		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/i18n/mental-health | /AppText | /ScrollView | /TouchableOpacity | /View | /consultations | /mental-health/crisis-support | /mental-health/mood-journal
mental-health/index.tsx	mental-health		0	0		missing-or-merged-route-review	// | /mental-health/hub
mental-health/meditation.tsx	mental-health	/[locale]/mental-health/meditation	0	0		partial-route-only	/mental-health/hub
mental-health/mood-journal.tsx	mental-health		0	6	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/i18n/mental-health | /../src/utils/api | /../src/utils/dates | /../src/utils/mood-journal-contract | /AppText | /ScrollView | /TouchableOpacity | /View | /mental-health/mood | /mental-health/mood?days=30
mental-health/self-assessment.tsx	mental-health		0	0		missing-or-merged-route-review	/mental-health/hub
mental-health/therapist-match.tsx	mental-health		0	0		missing-or-merged-route-review	/consultations
notifications/index.tsx	notifications	/notifications	2	6	POST	partial-route-contract-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/hooks/usePushNotifications | /../src/utils/api | // | /AppText | /Card | /ScrollView | /TouchableOpacity | /View | /notifications | /notifications/${n.id}/read | /notifications/index.tsx | /notifications/read-all | /orders/:id | /tracking/lab/:id | /utils/dates | /}
nursing/live-tracking.tsx	nursing		2	4		missing-or-merged-route-review	/../src/components/LocalizedText | /../src/components/MapPrimitives | /../src/context/AppContext | /../src/utils/api | // | //www.google.com/maps/dir/?api=1&destination=${trackingData.hospital_lat} | /BlurView | /LocalizedText | /MapView | /Svg | /TouchableOpacity | /View | /nursing/visits/${bookingId}/tracking | /}
nursing/nurse-profile.tsx	nursing		3	12	POST	missing-or-merged-route-review	/../src/components/LocalizedAlert | /../src/components/LocalizedText | /../src/context/AppContext | /../src/utils/api | /../src/utils/selectedAddress | // | /BlurView | /LocalizedText | /Modal | /ScrollView | /Svg | /TouchableOpacity | /TouchableWithoutFeedback | /View | /delivery/address-select | /home-care/bookings | /home-care/insurance/verify | /home-care/providers/${nurseId} | /insurance/coverage-check?provider_id=${nurseId}&service_type=home_nursing | /nursing/live-tracking | /saved | /}
nursing/service-details.tsx	nursing	/home-care/services	2	10		partial-route-only	/../src/components/LocalizedText | /../src/context/AppContext | /../src/utils/api | // | /BlurView | /LocalizedText | /Modal | /ScrollView | /Svg | /TouchableOpacity | /TouchableWithoutFeedback | /View | /home-care/providers?type=${serviceId}&sort=${sortType}&gender=${gender | /nursing/nurse-profile | /}
nursing/service-info.tsx	nursing	/home-care/services/[serviceId]	1	3		partial-route-only	/../src/components/LocalizedText | /../src/context/AppContext | /../src/utils/api | /../src/utils/localize | // | /LocalizedText | /ScrollView | /TouchableOpacity | /View | /duration | /home-care/services/${serviceId} | /nursing/service-details | /vector-icons/MaterialCommunityIcons | /}
nutrition/ai-meal-planner.tsx	nutrition		0	0		missing-or-merged-route-review	/nutrition/daily-tracker
nutrition/ai-plan-builder.tsx	nutrition		0	0		missing-or-merged-route-review	/nutrition/hub
nutrition/body-composition.tsx	nutrition		0	0		missing-or-merged-route-review	/nutrition/body-target
nutrition/body-target.tsx	nutrition		1	2	POST	missing-or-merged-route-review	/../src/components/ui | /../src/context/AppContext | /../src/i18n/nutrition | /../src/utils/api | /Animated.View | /AppText | /Card | /ScrollView | /View | /nutrition/hub | /nutrition/profile
nutrition/calorie-analyzer.tsx	nutrition		0	0		missing-or-merged-route-review	/nutrition/log-meal
nutrition/daily-tracker.tsx	nutrition		2	6	POST	missing-or-merged-route-review	/../src/components/ui | /../src/context/AppContext | /../src/i18n/nutrition | /../src/utils/api | /Animated.View | /AppText | /Card | /ScrollView | /View | /nutrition/daily-summary?date=${date} | /nutrition/log-meal | /nutrition/meals?date=${date} | /nutrition/water
nutrition/exercise-plan.tsx	nutrition		0	0		missing-or-merged-route-review	/nutrition/daily-tracker
nutrition/food-scanner.tsx	nutrition		0	0		missing-or-merged-route-review	/nutrition/log-meal
nutrition/hub.tsx	nutrition		4	7		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/i18n/nutrition | /../src/utils/api | /Animated.View | /AppText | /Card | /ScrollView | /View | /nutrition/body-target | /nutrition/daily-summary | /nutrition/daily-tracker | /nutrition/log-meal | /nutrition/profile
nutrition/index.tsx	nutrition		0	0		missing-or-merged-route-review	// | /nutrition/hub
nutrition/log-meal.tsx	nutrition		1	2	POST	missing-or-merged-route-review	/../src/components/ui | /../src/context/AppContext | /../src/i18n/nutrition | /../src/utils/api | /Animated.View | /AppText | /Card | /ScrollView | /View | /nutrition/daily-tracker | /nutrition/meals
nutrition/nutrition-plan.tsx	nutrition		0	0		missing-or-merged-route-review	/nutrition/hub
nutrition/water-tracker.tsx	nutrition		0	0		missing-or-merged-route-review	/nutrition/daily-tracker
offers/[id].tsx	offers		1	5		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | /../src/utils/localize | // | /AppText | /Card | /ScrollView | /TouchableOpacity | /View | /consultations/book/[id] | /offers/${offerId} | /offers/:id | /offers/[id].tsx | /promotions/offers/${offerId}/providers | /promotions/offers/:id/providers | /utils/dates | /}
offers/index.tsx	offers		1	3		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /Card | /ScrollView | /TouchableOpacity | /View | /home/offers | /offers/${o.id} | /offers/index.tsx
orders/index.tsx	orders		1	4		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | /../src/utils/localize | // | /AppText | /ScrollView | /TouchableOpacity | /View | /care/appointments/mine | /consultations/appointment-detail | /diagnostics/orders | /emergency/my/active | /emergency/tracking | /home-care/bookings/my | /insurance/claim-tracking | /insurance/claims | /labs/bookings/mine | /nursing/live-tracking | /orders/index.tsx | /orders/mine | /pharmacy/order-tracking | /pharmacy/returns | /radiology/bookings/mine | /returns/detail | /utils/dates | /}
payments/failed.tsx	payments		2	3		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | // | /AppText | /TouchableOpacity | /View | /payments/failed.tsx | /wallet/hub
payments/failure.tsx	payments		1	3		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | // | /AppText | /Card | /View
