archive	member_path	sha256	line_count	kind	role	domain	status	fully_read	evidence
nabd-patient-web.zip	audit-artifacts/NABDAH_GATEKEEPER_REMEDIATION_REPORT_20260817.md	57a906c9a8ba607e84485541422a38be2b93d62dc69a5ab815ab7d3a539bb79d	184	OWNED_SOURCE_MEMBER	repository	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_HARDENING_BASELINE_AND_SAFE_CHANGE_POLICY_20260820.md	18b36e1ea2302041743148d468458eaf32532b3973cdc6a38755ccbe41c1f9cc	44	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_LIVE_RECONCILIATION_REGISTER_20260815.md	26a7d6a4f26628a7b92ad19a29dc57a3afb2e0d5d07950f066195f7ad6caf404	341	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_LOCALE_AND_MONGOOSE_INDEX_HARDENING_20260820.md	5c922d5c929dc3961ec6c5b47ede4cf10385d7cfa679eb487aa743f5df4379f5	47	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_LOGO_CONCEPTS_AR.md	85136a2cb01f271734b1499adb21219518bba9ea46504f99d217a66a60dd5391	79	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_MAIN_VS_RECONCILIATION_COMPLETENESS_REPORT_20260818.md	7d234a0a5dcc6d5c646333d81b4c0604f8f41835836fc259f5c68fab3744f0fa	58	OWNED_SOURCE_MEMBER	repository	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_MASTER_FULL_SYSTEMATIC_QA_AND_REMEDIATION_PLAN_20260818.md	a8aa552e3a54cba876b24b15e6cbe5f2982ec4cbfd22ceff7e8cc84dc4094769	73	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_MOBILE_DEPENDENCY_REMEDIATION_STATUS_20260820.md	01f2e379314d0493c808987afc6f2623d4066e104a5ad37dbc09c4d1a8aea0fd	36	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_NEW_REPOSITORY_BRANCH_INDEX_20260818.txt	65381805c8fd0ce343541fb16fdb724d805a2a75d958fdb3e8166cbf03a49ab8	17	OWNED_SOURCE_MEMBER	repository	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_OPENAPI_INSURANCE_CONTRACT_HARDENING_20260820.md	92ff03d5c47fbeb449cecb926cb4684c92ce453816b0d804f4fba6dd1c6daa00	78	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_OWNER_REVIEWER_NEXT_ACTIONS_20260820.md	5b516813e2b44406e4f928e06174635f51f086dde5f89e5fb249ee9b72a9aad6	66	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PASTED_CONTENT_17_REQUIREMENTS_ANALYSIS_20260818.md	d7a49c6645a4d703f217cab386eae51deb9eb4deada80e0cf0dd55e81ab71dcf	70	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PATIENT_EXPO_SDK57_MIGRATION_20260819.md	7d67776316ce921459239d27ca985e023226fc1063e2a7668a1b44e5a869bffa	47	OWNED_SOURCE_MEMBER	migration	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE10_ADMIN_DEPENDENCY_AUDIT_REMEDIATION_20260819.md	078aad4c371e6ad392885b920a2d3c230f8a0725ada36159284a10a66391d9ea	20	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE10_DEPENDENCY_RISK_TRIAGE_20260819.md	6bbec058760016d1ab56c36bcb2e79740e4d27074a5aaffea1750a02ca69085e	20	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE10_FINAL_DOUBLE_CHECK_20260819.md	21d122dffc1acf05c644031954e73786a1b75066ccff4afb03e8111e3bc0e666	29	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE10_RELEASE_GATE_RECHECK_20260819.md	6bb5fbfe1862d2758dd1abc286bacc2af63ebab1f751652a16d491a72612aa49	25	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE11_FINAL_DOUBLE_CHECK_20260819.md	45444579e85879461b0d6246750600c0db46e431399992df43c1618624d26086	53	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE11_PRESCRIPTIONS_AUTHORIZATION_REMEDIATION_20260819.md	18d2829e22edf0bbad6565f43d9cfa38bc1ef1f95bb7c617dc669b03b2f85273	30	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE11_SANDBOX_ACCEPTANCE_BOUNDARY_20260819.md	4bba2b65cdd7b7421cd46b58d2bf6d8d7aa1b7ac37771cf34647c03b84872b7a	21	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE11_SANDBOX_READONLY_AUTHORIZATION_WAVE1_20260819.md	8d095bf4285ac2ba92ef3417a06d2433fb66d66bae506dcdc03a3aa2e7f4905b	26	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE11_SANDBOX_READONLY_AUTHORIZATION_WAVE2_20260819.md	9e7f58a5f323f2dad97639bc90554dd6b02d849dd92cb8367c351731f7596ad7	28	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE12_FINAL_PRODUCTION_READINESS_REPORT_20260819.md	3ce14d0be8f7a0577364da2dc801ab43a39b2427ec99b8ff6a40d6de49ee69cf	107	OWNED_SOURCE_MEMBER	repository	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE13_CONTRACT_CLASSIFICATION_20260819.md	ff6e08b94a747880dac4f71687835e57c946b3b061ee28c6773743d5fbe70aaf	56	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE13_CONTRACT_INVENTORY_V4_20260819.json	33a0bc05e0388b4f6243924a4639c7da64093a3d12c5656773861c128a121e99	13720	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE13_CONTRACT_INVENTORY_V4_SUMMARY_20260819.md	a89d772802e68b52d7eea8d5710443a06d2f7c275db6e2d91fda17f3d3a647cb	38	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE13_EXIT_CRITERIA_REVIEW_20260819.md	1c646b8694a6eb050bf3a3ab70900e53f6ccdabaecc7ccd465fbb5feee9de8db	34	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE13_UI_ACTION_INVENTORY_V2_20260819.json	a4d4d7169173f75f00dbfb9e32098f0f0513fbba02b29ccf3f8b68d40a5adede	9899	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE13_UI_ACTION_INVENTORY_V2_SUMMARY_20260819.md	dc48f01537dbb0b3780c755b0c708347e213609e54d001527ca88fedc68871e8	64	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE14_EXIT_CRITERIA_REVIEW_20260819.md	4ab9fc43540604d1c8d5e8b3073523fe9c603e5b2e3b1952467fd62ac2de9cce	31	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE14_PROVIDER_CONTRACT_REMEDIATION_20260819.md	108a525549d6e1b9af0d11e2ae33fcd1d1b4da3eb9cf82b78cfd08bbcd7ddb7e	39	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE15_EXIT_CRITERIA_REVIEW_20260819.md	5c26fc980c012130b4b68fae4a750fbc7badee76182d3819661ba6f837e13894	22	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE15_MIGRATION_INDEX_PREFLIGHT_20260819.md	2f90300d5e8734084cc9d3badf85123923f0c5c8cae432393761a7be0aa68c7d	324	OWNED_SOURCE_MEMBER	migration	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE15_REVIEWER_DEPLOYMENT_CANDIDATE_20260819.md	85f96ed2c1dac11eb77585a5747aa992d8503203f0cf1fe180b5fbf24de2592e	65	OWNED_SOURCE_MEMBER	ci/deployment	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE16_CONSULTATION_CASH_AUTOCONFIRM_P0_REMEDIATION_20260819.md	76084ff478527b5f63e3a4f7086ed8b17abd712523524bd31b5bc1eeb44e3743	63	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE16_HOSPITAL_PROVIDER_ROLE_REMEDIATION_20260819.md	f6283c2ffa03def307b308da970f1dcb36ae88994192e38ec8393cf4650ddaea	64	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE16_LAB_EMBEDDED_REPORT_CONTRACT_REMEDIATION_20260819.md	ab718127517f5dcd2624eadcb41a40069de1eda62ad3ccf3e4cb0382bcb0df24	64	OWNED_SOURCE_MEMBER	repository	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE16_NURSING_AUTHORIZATION_P0_REMEDIATION_20260819.md	d5d7143ccb435debe41ab09ddb472701f3f2742a89fa47d4f3c7f5fe8aaf37a6	35	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE16_PRESCRIPTION_CONTRACT_AND_BOLA_REMEDIATION_20260819.md	3e0b08a7e6d49b34f2b2aef59f7650ef013764e66ff1be6b082c67d87c941a2d	119	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE16_PRESCRIPTION_DOCTOR_IDENTITY_P0_REMEDIATION_20260820.md	08d10484f461c49b9b5f32cf6a4c8c3c17c9e0d692d5290cb8840e206e299d23	54	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE16_PROVIDER_SELF_PROFILE_IDENTITY_REMEDIATION_20260820.md	21f7e822f9714be5028b205173bc372a20d7fdcc5946389fbc0d95778d9ebd76	38	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE16_SANDBOX_EXECUTION_REGISTER_20260819.md	be75e98167e60712e6e48c0ea17084d2d26b9c88f8da3216a8e86eb325862773	63	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE17_NATIVE_BUILD_AND_DEVICE_BLOCKERS_20260819.md	26213603e7b79a220dcfe442f4c624daa1986b2e2793b6de75956a35d90f40a1	46	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE18_LOCALE_ACCESSIBILITY_TECHNICAL_ACCEPTANCE_20260819.md	d999c090ab5698617ae9a5dd91ab0cf83f42b904dc010698ef344f8e2e56937b	46	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE19_FINAL_READINESS_VERDICT_20260819.md	fa97fc4fca50c4ca347157cde15748f32033f64d10c67f35b72287379d2b82dd	67	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE19_RERUN_STATUS_AND_EXECUTABLE_BLOCKERS_20260820.md	ccad8b2c1fb1b235f3cb39c32ee9820f436c96f27962d32ad45891e97e0b98d9	53	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE1_MAIN_SOURCE_BASELINE_20260818.md	9fe0d41ad2262b1688328a2f49ffbe13ff41a3bc0ae026ed1bad93792837aa1e	65	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_ADDRESS_CREATE_REMEDIATION_TESTS_20260818.md	789c21dad718e958668a9117449062b5158429b2359f2628389ffb66c26e4d7d	22	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_CHRONIC_REFILL_CONTRACT_GAP_20260819.md	c5a5ece0c7fa3c4e133fe1134135fe71dfd4cf17e682da1711627a9dcaeb2ea8	18	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_CLOSURE_MATRIX_20260818.tsv	077e9c39f9d987f9297951ece60f96c6e1715dcfb45d5c5cac709a78b5c233ca	26	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_CONSULTATION_INSURANCE_FINANCIAL_GAP_20260819.md	c8120645751722140f2680233232a2deceef8bd5274d9e6e860d518df1176b05	26	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_DIAGNOSTICS_BOOKING_CONTRACT_GAP_20260819.md	5eba0dc2e9c88c4b988e38a006d83ba746f5e9b835ea3a48aa49a17b0570704a	24	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_DIAGNOSTICS_LAB_RADIOLOGY_WORKFLOW_GAPS_20260819.md	a9dd7fc2a4f3e910e1dd519ab89b00d4cb6271f8a5d0e693c4d3e297e081a87c	23	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_FAMILY_CALENDAR_CONTRACT_GAP_20260819.md	cfc0c298e18beebacab46115f97f02ea04104742af9e26b6f93e1cae3779396b	21	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_FAMILY_CHAT_MEMBERSHIP_CONTRACT_GAP_20260819.md	956cea8f7b9e3b128488a893694e33a0639fd286b64953f4b211445a701aea92	28	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_FAMILY_PERMISSIONS_CONTRACT_GAP_20260819.md	78c73bcecd270280a276a6ad5d5cfc93a8efa3ca453e36b437cd246f5e48dbcf	37	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_FINAL_CLOSURE_DOUBLE_CHECK_20260819.md	fd3b86dc3cc33e10c264ab28fd15b33c3d3878484fdcba7b9d1833c5f06525bd	34	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_HOME_CARE_NURSING_WORKFLOW_CONTRACT_GAPS_20260819.md	9bb0c7d5ab29bd283aa8bfd1f580ced7b0b780a164bf3d79e8c29fc60d798064	24	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_INSURANCE_APPROVAL_PAYMENT_HANDOFF_GAP_20260819.md	9f751388d6cf6911802cadb29b3e78e44dd0b282b8c8f2bb5c8576a43c4a644f	25	OWNED_SOURCE_MEMBER	gateway	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_INSURANCE_PAYMENT_SPLIT_MISSING_ROUTE_20260819.md	6bb3a2412b7292c46effa02d719091948b087173a2dd5438a7f8d657e3bb6f58	26	OWNED_SOURCE_MEMBER	gateway	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_LOYALTY_REWARD_CONTRACT_GAPS_20260819.md	6ad9bde72ab50fd7fe8bb2f9c0015decc3acda186c14f9a12e7418ea0a82aef0	20	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_MAIN_PATIENT_INVENTORY_AND_VERSION_DECISIONS_20260818.md	5aec7a476cd0861e0b64500b47bd4a09a83267255acec3fe9a3ed165311ccf29	53	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_MANUAL_FINDINGS_BATCH_01_20260818.md	ff7207701dadca7ed12bd1d666d2bf42ef514d58f1c68c55ec02f814dfd5d4a3	19	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_MATERNITY_CLINICAL_STATE_GAP_20260819.md	713a6ff7bbd869929509e5d4988a13687193c0dcbc5636a50df8887b6d133429	22	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_MEDICAL_DATA_RISK_REVIEW_20260819.md	83ba829c22a0b1518dcca1a0d676b073b1db9316db95dd61786f383c50e8da49	16	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_MEDICAL_REPORT_VIEWER_AND_AI_CONTRACT_GAPS_20260819.md	ab32bace1766c08af2a43614da7dea5c8d15ec28de1e9f3a5551c92c2859de24	20	OWNED_SOURCE_MEMBER	repository	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_MEDICATION_REMINDER_CONTRACT_GAP_20260819.md	eeb133896e4f2d0deed2edf3f99c14197ef1b499c08d52069c90c72bd1a532c7	22	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_MONTHLY_REPORT_DATA_LOCALIZATION_GAP_20260819.md	7423ef2b95b9c772d21c4f50034a2038bdfaa8c6a424a6dfabd84f341f75691c	19	OWNED_SOURCE_MEMBER	repository	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_MOOD_JOURNAL_CONTRACT_GAP_20260819.md	a116890b985ddb059beb33fff2c7be74add0786af3908b0dfdd24d46c3d256ff	22	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_NO_EXACT_ROUTE_REVIEW_20260819.md	4d63cde7df39002ce373b741ed239d435b91cbd114809ed3cfed09874e63ddc9	26	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_NUTRITION_AI_PLAN_CONTRACT_GAP_20260819.md	672bec28ecdc27b169ae2b1d3f72e9b4e4adda925bb62195d19bfa5e399be087	22	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_PATIENT_FEATURE_DECISION_SUMMARY_20260818.md	28722111cf7bfbabc0787e443e0104736dc6ec0c327dc3a82bf4ad8ebacd437e	30	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_PATIENT_FULL_TREE_SOURCE_COMPARISON_20260819.md	107645d3dd5891360be1993320393f13f2099eb23df2f063cd836f037970c94a	13	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_PATIENT_MAIN_RISK_MARKERS_20260818.tsv	c91de16a634df0533bab867781315f8d740b64b688a5fdd064afabe866ca28a1	191	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_PATIENT_MAIN_RISK_REVIEW_20260818.md	c8a09aef6c1be24e49f2631f1e742d8193cd0bba6adc6e40b1b87f7c0e5d39bb	20	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_PATIENT_METHOD_MISMATCH_REMEDIATION_QUEUE_20260818.tsv	0b6b00b2972a9f7503aaf8f4280e2a14694db41f9e8bf2b9e7874804dce002a1	21	OWNED_SOURCE_MEMBER	job	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_PATIENT_OPEN_CONTRACT_CLASSIFICATION_20260818.tsv	36edc37d53c036525fed91b6e92b7baef741075bbd95716bda3b41941099b1c5	33	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_PATIENT_OPEN_CONTRACT_CLASSIFICATION_FINAL_20260818.tsv	3daa2cbfce96a5dbaa5c65edb5a226e2117c01a2dabe2e25820d43c0b72c3052	33	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_PATIENT_PLACEHOLDER_TRIAGE_20260819.md	f0f268ef0dcb4a9fff941c00d15fbbf054880e84cb2bfdd3ac67e92edf836aef	17	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_PATIENT_UIUX_LOCALIZATION_BASELINE_20260819.md	004585bce814e57aec649cd6959658debb6ff4cbef504e810a79ba2a4c73f203	33	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_PLAN_DOUBLE_CHECK_20260818.md	3c4240141c62e648fa9380ea9a8c21ef5beedeb091db4d8a634e8e4ad5d4afcd	74	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
nabd-patient-web.zip	audit-artifacts/NABDAH_PHASE2_PRESCRIPTION_TRANSLATOR_CONTRACT_SAFETY_GAPS_20260819.md	5c2d70e7b994de4b2b199e850bce93b3a979c0a3ee4813b46aecd499b4addc77	15	OWNED_SOURCE_MEMBER	source/config	patient-web	INVENTORIED	NO	UNVERIFIED — semantic read not yet demonstrated for this member
