path,group,comparison_status,main_kind,workstation_kind,static_boundary
audit-artifacts/nabd-patient-api-openapi.json,root_or_other,MAIN_ONLY,blob,,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
audit-artifacts/patient_insurance_screen_source_classification_20260820.txt,root_or_other,MAIN_ONLY,blob,,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
audit-artifacts/patient_service_insurance_static_audit_20260820.txt,root_or_other,MAIN_ONLY,blob,,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
audit-artifacts/provider_admin_insurance_screen_source_classification_20260820.txt,root_or_other,MAIN_ONLY,blob,,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
audit-artifacts/provider_dashboard_insurance_static_audit_20260820.txt,root_or_other,MAIN_ONLY,blob,,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/Dockerfile,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/Dockerfile.production,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/ENVIRONMENT.md,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/assets/insurance-logos/README.md,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/assets/insurance-logos/acig.webp,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/assets/insurance-logos/al_rajhi_takaful.webp,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/assets/insurance-logos/al_sagr.webp,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/assets/insurance-logos/aljazira_takaful.webp,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/assets/insurance-logos/amana.webp,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/assets/insurance-logos/arabia_insurance.webp,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/assets/insurance-logos/arabian_shield.webp,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/assets/insurance-logos/bupa.webp,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/assets/insurance-logos/chubb_arabia.webp,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/assets/insurance-logos/cigna.webp,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/assets/insurance-logos/gig_gulf.webp,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/assets/insurance-logos/gulf_general.webp,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/assets/insurance-logos/liva.webp,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/assets/insurance-logos/manifest.json,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/assets/insurance-logos/medgulf.webp,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/assets/insurance-logos/saico.webp,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/assets/insurance-logos/salama.webp,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/assets/insurance-logos/saudi_enaya.webp,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/assets/insurance-logos/tawuniya.webp,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/assets/insurance-logos/walaa.webp,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/docker-compose.prod.yml,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/docker-compose.yml,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/e2e/README.md,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/e2e/a1-security-pentest.js,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/e2e/boot.js,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/e2e/governing-rules.js,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/e2e/matrix.js,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/e2e/matrix2.js,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/e2e/package-lock.json,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/e2e/package.json,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/e2e/pharmacy-scenarios.js,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/e2e/provider-production.js,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/e2e/provider-verticals.js,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/e2e/run-all-gates.js,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/infra/docker-compose.infra.yml,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/infra/fastapi/ai_routes.py,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/infra/fastapi/ai_service.py,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/infra/fastapi/import_etl_products.py,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/infra/fastapi/nestjs_proxy.py,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/infra/fastapi/requirements.txt,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/infra/fastapi/seed_dev.py,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/infra/fastapi/server.py,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/infra/fastapi/setup_server.sh,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/infra/fastapi/tests/conftest.py,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/infra/fastapi/tests/test_nabd_backend.py,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/infra/livekit.yaml,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/infra/turnserver.conf,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/jest.boot.config.js,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/nest-cli.json,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/ocr_worker.py,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/package-lock.json,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/package.json,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/scripts/backfill-catalog-governance.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/scripts/db-backup-restore.sh,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/scripts/deploy.sh,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/scripts/mail-smoke.js,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/scripts/publish-insurance-logo-assets.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/scripts/reconcile-insurance-catalog.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/scripts/seed-articles.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/scripts/seed-insurance-companies.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/scripts/seed-loyalty.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/scripts/seed-medicines.js,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/scripts/seed_test_providers.js,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/scripts/seed_test_providers.ts.bak,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/scripts/test-extensions.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/scripts/test-flow.js,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/app.module.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/assets/fonts/Amiri-Regular.ttf,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/assets/fonts/NotoNaskhArabic-Bold.ttf,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/assets/fonts/NotoNaskhArabic-Regular.ttf,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/common/audit-log.interceptor.spec.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/common/audit-log.interceptor.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/common/auth.guard.spec.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/common/auth.guard.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/common/correlation.middleware.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/common/database/audit.plugin.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/common/database/base.repository.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/common/database/mongo.repository.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/common/enums.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/common/events.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/common/guards/device-limit.guard.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/common/guards/velocity.guard.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/common/idempotency.interceptor.spec.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/common/idempotency.interceptor.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/common/permissions.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/common/rbac.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/common/redis-cache.interceptor.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/common/sentry.filter.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/common/slug.util.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/common/tracking.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/common/validators/iqama.validator.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/common/validators/password.validator.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/common/validators/saudi-phone.validator.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/config/configured-io.adapter.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/config/env.validation.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/config/openapi.config.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/config/websocket-cors.spec.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/config/websocket-cors.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/contracts/catalog-governance-backfill.contract.spec.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/contracts/insurance-openapi.contract.spec.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/contracts/mongoose-indexes.contract.spec.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/contracts/ownership-controllers.spec.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/contracts/phase6-contracts.spec.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/contracts/phase6-contracts.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/contracts/provider-availability.contract.spec.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/health.controller.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/main.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-authority/admin-authority.module.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-command-center/admin-command-center.module.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-enterprise/admin-analytics.controller.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-enterprise/admin-cms.controller.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-enterprise/admin-coupons.controller.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-enterprise/admin-crm.controller.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-enterprise/admin-disputes.controller.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-enterprise/admin-enterprise.module.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-enterprise/admin-finance.controller.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-enterprise/admin-ops.controller.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-enterprise/admin-orders.controller.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-enterprise/admin-security.controller.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-enterprise/admin-segments.controller.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-enterprise/analytics-suite.service.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-enterprise/audit.service.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-enterprise/command-center-v2.controller.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-enterprise/finance-suite.service.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-enterprise/orders-console.service.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-enterprise/patient-gdpr.controller.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-enterprise/scheduled-reports.runner.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-enterprise/segments.engine.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-governance/admin-governance.module.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-governance/b2b.controller.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-governance/system-config.controller.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-notification-center/admin-notification-center.contract.spec.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-notification-center/admin-notification-center.module.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-web-core/admin-web-core.module.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-web-core/controllers/admin-config.controller.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-web-core/controllers/admin-extended-operations.controller.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-web-core/controllers/admin-governance.controller.spec.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-web-core/controllers/admin-governance.controller.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-web-core/controllers/analytics.controller.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-web-core/controllers/finance.controller.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-web-core/controllers/provider-moderation.controller.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-web-core/controllers/system-health.controller.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-web-core/guards/roles.guard.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-web-core/schemas/audit-log.schema.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-web-core/schemas/commission-ledger.schema.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-web-core/schemas/fraud-alert.schema.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-web-core/schemas/heatmap-data.schema.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-web-core/schemas/procurement-request.schema.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-web-core/schemas/provider-delta.schema.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-web-core/schemas/provider.schema.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-web-core/schemas/system-config-extended.schema.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin-web-core/schemas/withdrawal-request.schema.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin/admin.controller.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/admin/admin.module.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/ai/ai-gateway.service.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/ai/ai-provider.service.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/ai/ai.admin-containment.spec.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/ai/ai.controller.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/ai/ai.module.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/ai/ai.service.excel.spec.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/ai/ai.service.spec.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/ai/ai.service.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/analytics/analytics.module.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/api-security/api-security.module.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/approval-workflow/approval-workflow.module.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/approval-workflow/approval-workflow.service.spec.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/articles/articles.contract.spec.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/articles/articles.module.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/articles/seo.controller.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/auth/auth.controller.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/auth/auth.module.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/auth/auth.service.spec.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/auth/auth.service.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/auth/device-trust.service.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
backend/src/modules/auth/passkey.controller.ts,backend,WORKSTATION_ONLY,,blob,"Path/blob comparison only; it does not prove functional equivalence, security, or runtime behavior."
