surface	candidate_kind	source_path	sha256	line_count	action_lines	state_signal_lines	notes
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/nutrition/index.tsx	8cb5a3bba461468aac397d1960e06415c4def7a88bc95300455ff4196cb72ace	8	6	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/nutrition/body-composition.tsx	0b989702477157a1c011e6ec9996c24e4f963fbc88619a8dbceb4fe457f16c62	7	5	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/nutrition/hub.tsx	4c8f095c34463ce1f580e2ebc75d7d4a7a094261b1842c66f73c997c833bbaf0	36	24,26,27,28,29,30,34	17,18,25,26,35	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/nutrition/exercise-plan.tsx	a1ce179b3d8bdabab9f3ebb2461a22c04f06ca344369ebe126927b951c2332c8	7	5	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/nutrition/log-meal.tsx	a165d65228d897d2de9fa8b53b30bc1474b901c1fe9c0e91ea89fd91cdb2d2af	52	32,38,45	21,40,45,51	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/nutrition/water-tracker.tsx	f7dbf23f9c9cb405ae14be5f8819db9365e3895a95a2133b1c9f010d7183dd99	7	5	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/nutrition/body-target.tsx	0d7a415ec0049763cf91e2aa3093ebd02d43863452e236ca5070df9e968f5bc3	27	21,23	17,18,23,26	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/nutrition/daily-tracker.tsx	bc760f670a54aee4098835ffb43889c08120dde98bca2d70769a106081c00c0b	51	36,38,42,43	19,27,37,38,42,45,50	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/nutrition/ai-plan-builder.tsx	f9eeccb49726ce5a4a16103e44717ceac987b987bf09d8708bd14b4dfd29d9be	7	5	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/nutrition/ai-meal-planner.tsx	658c25c9c94092cba157e02faab0c7033dc960d8b1cb2e575436ba8d6240b934	10	8	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/s/[type]/[slug].tsx	b300425b6ad43cde9589a9cbb210bb98b50a477470c0145449e86e7e5831fdc2	59	35,48	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/shared/location-picker.tsx	1e0157c50ebd0c70fe29732d03a9cb07e3fb52fba39b72247aa7bc1594512557	872	221,248,297,333,353,439,514,561,651,671,683	49,316	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/nursing/live-tracking.tsx	cd94c389753d95787efbfef4fd30fb9c161cb09f30a1928f800434d5951ada30	415	131,181,249,260	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/nursing/service-info.tsx	0bc04aeb999508e95ab4289f192cdf031533fcd735ba1ccf400be3d1df4f71eb	158	40,55,72,134	24,29,33	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/nursing/service-details.tsx	dde79b00f2c7dba8fa139eed7978945fea09e3d31b54b4522a38972f30127d5b	288	61,85,145,151,167,173,179,186,191,214,216,223	24,38,91	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/nursing/nurse-profile.tsx	1f609188f152f22121db7d67d9a5ca810206d724026fec3cd4dcc61f57ddbc13	451	139,142,158,174,214,224,231,253,260,267,313,328,340,350	91,92,93,97,131,136,279,319	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/payments/processing.tsx	638feb10324c8adb6c975416f575290b9a2e7bca545df46a8ee49b6718522d5f	557	149,156,181,195,405,411,412	19,86,117,213	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/payments/failure.tsx	f71575e839c6550c8f0a51538ac6f7e24564678c79c04eb34919fb5b4d1a5503	103	66,72,78	24,26	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/payments/failed.tsx	1858c4beb96f631fda1c14696db4bc195322f6bae6d9e3610cb4f2e6de442ade	159	60,77,82	34	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/payments/success.tsx	ff3ab74ce43dcbfc82c382da78a65f87325a5acc705dd11f188f7c0742e000cf	143	73,82,85,86,87,88,98,107,114	23,98	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/map/index.tsx	1cea88a14f50d5529fa085dc846dc5d72f1e0b658948e72f585c39d13aa95791	776	365,375,392,412,431,449,477,504,545,614,626,629,635,638,640,642,644,646	197,210,214,216,605	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/family/scan.tsx	e6391edd94c1d70b2f0e72cccd5a118632de845df4df932c6ceec016bde058b7	96	39,48,59	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/family/index.tsx	ea3630f578f8498d9f3ef6aca5699265051d46a3c4760a25d1f5535102ac897d	6	4	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/family/calendar.tsx	aa3821a40e010dfb9d35b3081d74f7d8d8ca37afbdfcc32fbd4ae640b981d6bf	295	102,152,170,179,244,259,261,263	43,65,98,110,120,171,177,262,263	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/family/hub.tsx	ba85062b5b7f0885a99d6c283baa445ae96385b2162ac1ec5a399c3a00368e65	262	101,115,136,159,160,191,192,202,211	68,108,120	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/family/chat.tsx	1d7866e83313b504b2c3e7ecaedb058620d01c13eae206175752ebba8b7ea62f	189	135,146,170	29,51,138	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/family/shared-calendar.tsx	5ee6fdfbbbc8b0cd7c9ff4e99a219405d8f6461b8eb254434782468517e83919	9	7	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/family/join.tsx	5ac39d837d45443013f6c2a06b081b4e754186d0482e09a8a09ad10e3c66a714	252	99,121,166,172,218,224	35,165,217	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/family/emergency-contacts.tsx	76ba00687856038f9fdcafd5619202bc00e74afb8fe4799d73a767359826f722	194	67,69,104,145,157,161	30,32,72,89,100,169,170	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/family/permissions.tsx	d3887b57c0f5bb4d90901ce747760699111b5b3870815d99913d24dd06843a39	409	183,234,310,369	79,111,124,125,167,179,191,202,368	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/family/permission-request.tsx	648b8d83c6f210f1c592d83fb14371a89e0ab65adc7ac26ba2a5f9c7bc92a817	168	88,134,150,151	21,58,94,95	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/family/invite.tsx	4ba35458d0a31cd7cf159647e6c4c1c67e2f828cae8b316217e7b04aecd6a276	158	57,70,99,103,124	21,34,60	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/family/member-health.tsx	318a6f6962ad969de2bdf13871b94baa5e93e68bd2f0cb654263b94f0ab0dc99	318	152,153,170,282,288	39,105,106,120	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/(onboarding)/index.tsx	3255dd8d3c3851a5b8a1cf2814425354b51fde4e13779c2fb68aa93ca5311b4c	315	87,97,167,202	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/(onboarding)/language.tsx	9aa06113ba8133da4b19cc32b57bcd1535086abef8cfb1fb8105f25d69578979	70	40,58	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/(onboarding)/permissions.tsx	2d6f2cf481cfda507ab2a3691275ff598f1b0ea443ac74cebd405941906389d5	221	74,101,173,175	172	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/(tabs)/index.tsx	e8aacaa6054fed454843a28ebc482f760efab61ca4bee93a7ebbee89895cb2dc	120	76,78,85,89,90,91,92,93,94,97,98,102,103,106,107,109,110,115,116,117	26,72,85,119	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/(tabs)/diagnostics.tsx	aece3dbcb0066d8facc28dbb2a30ccacf24ecbf748358500fa077e68efa05420	488	96,118,122,131,139,150,158,180,188,207,215,248,270,291,306,328,358,374,394,410,428	35,78,188	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/(tabs)/services.tsx	d481cd70486f95736262df9376562f8cbde45220c0e1303f4f3c72fecab2ef26	221	122,168	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/(tabs)/pharmacy.tsx	644fa36e715a437e734b75e70b2533acc36526965a3d948bb29ea1759c9748d1	610	236,248,259,276,300,330,374,391,415,419,424,448,483,487,492,538	61,300,363,374	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/(tabs)/health.tsx	2566ca913a46c198f6264f3d8b43394a81ab2675305fce63f9da2a3222781e05	442	150,161,182,210,257,267,314,343,346,347	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/(tabs)/nursing.tsx	3329c1a3e27bc3e55a74c7412b95ffa03e8f0a7ce28216a57734f259fa8de113	323	91,99,113,131,139,156,192,210,221,227,235,236,237,242,243,249,250,251,252,256	32,51,52,131,133,134,135	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/(tabs)/consultations/index.tsx	51b28ba195cde72b00245dadc37e7409a83b4ed147181c8cd39c5af71e0fbc19	696	33,35,220,231,241,244,247,257,260,270,286,293,360,374,378,402,412,482,490,502,506,515,524,533,542,551,557,572,579,588,597,610,653	44,105,116,143	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/delivery/address-select.tsx	dcec21979ba59558dadac7f7e1039c433ada9069d95d3d69364c7cd180f7ec79	181	66,73,96,135,148	30,42,83	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/consultations/specialty-select.tsx	cf4c31f5c0af14199dcb0b04e55056ad977d3e951780585906f5f502bf9603b8	132	55,75,85,86	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/consultations/share-report.tsx	267fa4146750d47dcf9b96ca468edba8e6e5e8d30d2f5789f0626ef9098a0a6b	263	111,151,161,227	46,56,137,226	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/consultations/appointments.tsx	c6144066411f0eff564346557570aadc78c5eaa7740a48c296bb8ac639fa51b6	438	78,92,138,162,186,187,265,266,279,280,299,300	47,48,117,128,132,154,155,267,271,273,355	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/consultations/video-call.tsx	9be0057af1c131f2217ea22acec8e2159dd15e629d235901267389ba9fae8a3e	251	158,201,207,211	35,125,126,164	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/consultations/virtual-waiting-room.tsx	05666fdd4d35d42e8f15760158df9e42a2aed36a95ac43dda9616dbeaebc842e	273	83,187,188	25,62	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/consultations/prescription-from-doctor.tsx	9856162dc1912802c4804c7c8ace6e34daa574300f8a54d684675b021295ad56	391	63,82,87,147,220,229,230,285,326,335,344	31,63,93,325	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/consultations/summary.tsx	751ea051db706a26f8b4b78665cfe7a74c0c15f3899901d4a9ce1da61f942df8	182	72,106,141,169	25,27,54,55,59	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/consultations/doctor-search.tsx	7306994dbce3ae1443f7fd9d3cba515436b05fc9b8695abdf3fdfe8905378d77	247	106,136,178,179,185	36,45,64,142	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/consultations/incoming-call.tsx	886853a264f20abe032edda938b7f636680c6246c2111e083e2a7c1284a0795e	162	54,95,100	47,53,61	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/consultations/booking-success.tsx	53a9136da667815163a044bb02e7cbff71f9fb832a4a7707282b9baa7ce86124	363	54,58,62,260,283	89	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/consultations/clinic-confirm.tsx	f12f8de2650cd84d925e48e7f66de91cc596548a3fa8e93f324468ac824e2acd	200	74,90,94,103,145,149,153,187	29,31,53,54,55,94,165,176,178,179	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/consultations/appointment-detail.tsx	11c1bdd694b610cca1385e483a052518db3882940c50209d9b7d865c65bc0c70	278	71,86,127,142,183,188,192,201,207,217,227	19,37,61,183,184,188,190,201,202,203	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/consultations/doctor-profile.tsx	733368cdc728552c33ceb88ccd57ebec9279c407b6b451c07e502e0f4aa5dd7f	39	20,22	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/consultations/follow-up.tsx	b70c204551cc70c4b0c8c5603252815c9db1bd09be581f93707a2982a9b72b77	209	74,86,87,147,184,192	33,77	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/consultations/home-visit-tracking.tsx	ff6376027519af5abed1e210859a3f44a66489964f9d35702fa21913ee56220c	130	37,50,104,107	18,32,43	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/consultations/waiting-room.tsx	10526793f7fdf30c2fd0ae1d410d1e6c83ce48187ac2124e05f7d3dc6f8a5335	324	87,244	26,46	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/consultations/booking-confirm.tsx	7c47744bd49e27de445602514a33f1cdaffb2d54373b3f9879484a647c83a686	473	122,123,216,234,241,263,283,350,357,371,438,452	14,32,36,46,61,98,111,123,152,155,165,166,171,190,191,192,205,226,228,234,236,315,318,324,329,334,350,417,418,447,449,450,451	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/consultations/clinic-location.tsx	2c01120da741f0e7d9ee9941f92c3f3132acf7f545036422d7ac9d8cca889df4	110	55,94	19,44	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/consultations/booking-pending.tsx	ec8a97de6bfb93c5ee2b7cb451915e8e4a834754e627a768eac021edec8a7a19	216	52,54,56,105,137,138,200,203	102,104,108,128,187,192,199	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/consultations/cancel-reschedule.tsx	bd00d43ece07dc3afc6919b7f70372e585c7498fc392b4fb97262624e89676c2	326	112,123,136,157,191,199,213,233,266,280,292	30,104,105,155,181,182,183,186,199,207,214,215,216,235	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/consultations/post-call-rating.tsx	86e59042c612168ae4784076ddb66c7a956ebd5dacb75a8acc76adb940dbf70c	143	47,59,77,112,124	25,125,127	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/consultations/chat-with-doctor.tsx	6795062ac122a38d40b2386a2f24863db9ca8bbc3160afa01460e6f26573878f	219	143,195	28,134	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/consultations/call-history.tsx	acf319e53b7eedb3359d1c3d94864b67a3124ea9403f705c577f93732c022f4c	356	87,181,233	40,76,132,236	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/consultations/book/[id].tsx	cdc084345b7fb456716faba3cd583ab70a924a6359ca9d2ac8835d4bcba40d31	386	158,192,193,205,241,267,301,329,334,365	114,145,176	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/consultations/clinic/[id].tsx	f9297f4d7a5e73637c42ad8747ff6ce9cf5fc9ac1a86a2ebfea80ac4029425d8	112	60,95	20,33	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/consultations/offer/[id].tsx	c5b964f782a7b227134183a14c9197ebfa1475c3dfe2cd05eeeee13260800673	14	12	2,3,4,5	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/consultations/video/[id].tsx	bd03b73e7e3ee293f5bf096ec35b33f488fdf4e75d16b76e46caf6f2574faf60	9	7	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/consultations/doctor/[id].tsx	3cca7a66d0e3bde604349b28a100f85587660867f9b0fe9668f7349d626b23dd	568	26,178,221,239,275,289,292,317,338,368,507,527,530,550	46,118,119,156,173,185,349,359,524	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/wallet/cards.tsx	57a035c92154ea2463a9e9d40658c153aec70ea344a99d9f4ea5dea5c535ec94	506	104,183,197,249,342,346,361	56,70,100,201,204,284,374	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/wallet/hub.tsx	ab7d3f0514b46c93e616fbc92e477dd1f6fa5fa5894744fc30271a3c4d754373	459	114,176,181,209,226,285,316,367,373	110,146	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/wallet/topup.tsx	1a30494132fc450df28200e370b711527682c5fd3e0a08848b0a189b5262d127	265	55,84,116,184	3,4,48	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/wallet/transactions.tsx	2c72048b63d178b902dfe8d02ea41da06db67a2b52ccbe3856f312ced752a67d	223	83,98	36,56,109	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/wallet/transfer.tsx	23db9eeab19a6c00eab740e2d587e71fb1ae5de372c036645ca85d36ab5aeb28	201	39,51,102,131,150	36,48	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/(auth)/welcome.tsx	6fd387fc013f5cea23ac402e6f000a1073887f8507d23754a43c06ec5d420179	239	21,22,23,77,85,95,100,125,133,150,156,162,167	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/(auth)/terms.tsx	ebe6881b514da61f2b58c40b7ebb0c094398d55db50f37bf9a12fca737f9aaea	147	66,90	63,108,111	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/(auth)/forgot-password.tsx	cb286af3fb406bb73ecce2253c1fdddaf9629a04f8ae2131454412e318479ef7	156	38,70,118,124	26,117	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/(auth)/reset-password.tsx	59bf083db507abd79d5745e68e62fbb7953920a5cf780b897e86fb16139e7359	170	77,102,137	27,129,136	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/(auth)/login.tsx	587c9b5ae250d20b0faadbb94c7562943b62604232f87918a58ab273ef320b5e	416	64,103,105,177,179,220,274,283,297,307,323,329,335,340,347	39,95,298,299,302	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/(auth)/register.tsx	9dcfbb10245c004eb4d7260ac27c55d0b7880fcc8d96ac15d9bc4d1340da6a5d	388	45,86,125,127,182,214,271,277,288,304,310,316,321,328	64,289,290,293	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/(auth)/otp.tsx	dd67a6b8a51d1686b8ca58dd5496901634a281e3f3888c3c3d529549405f42fb	265	89,139,141,155,198,205	36,206,207,210	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/(auth)/provider-info.tsx	381b300534513a6a17dd0813d7282e7ed5c3b516ec5434657e14e823736d2b20	92	15,19,62,65	66	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/(auth)/privacy.tsx	d4947f42d47c3f066f20486b3bdb0ab50e0d3f960cc30879e060c3c099e691b5	159	70,94	47,67,121,124	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/returns/hub.tsx	5455f0c80d089b77004efcb360c08568879bfdad2ce981fd8e0866b78c2ef9d8	408	124,132,202,244,245,308	44,52,66,218,231,367	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/returns/detail.tsx	b55465cf207aa9cdaf3cef9692c060809e806d993541cb1a017a83e8c13b5de4	284	118	36,50,61,76	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/returns/new-request.tsx	508c731a6db9082334dded5e4a0774c02dc62d7000c5f15dc9f365e2c1d2225e	347	98,101,112,140,163,190,212,227,260,282	24,32,47	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/pharmacy/cart.tsx	3aabb16d4603e817318611d58771fdd7b74a22b3dafbb393010674740c1983b7	263	65,75,87,91,122,126,132,164,171,178,187,198,215	198	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/pharmacy/barcode-scanner.tsx	061cde61ee72280fff16ae0bd2dc30e8fee5c0a4f349ff30ab3875ac59fe687d	240	48,50,97,108,120,150,160,195,196,213,214,215	149,185,205	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/pharmacy/drug-not-found.tsx	5362dfe3eabbe537a53897748876428ab5dd598ec89306a5c2d39d52494b5af3	157	40,62,63,74,106,115,142	39,116,142	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/pharmacy/filters.tsx	8e40f1cbd8dab5ac2df8c2e541a7410639729b4c9ab01c86eab60d5b55419ff4	382	107,109,146,160,178,201,217,278,310,326	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/pharmacy/scan-prescription.tsx	a4f7cf9619f28dedac29e3e22e2a643e149f679db300a0a88bd7f8b5989bcdbb	376	119,142,207,246	32,119,287	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/pharmacy/chat-with-pharmacist.tsx	3f8ed490c5795c997eb8864840f032fc645b34747ccc87bc9733bb3a602e4712	550	191,192,227,237,247,257,340,375,380,396,399	52,122,188,250,252,253,320	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/pharmacy/custom-item.tsx	d181b681d23b2a0ce8ed4e31ad448e24cec7d1ad879dfa404e803e767b2b597a	405	116,146,277,307	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/pharmacy/order-confirm.tsx	9f086041c0174ab84abb1e11c8e2725bfe86ef1efd5996912caed2a22bba0322	220	53,55,66,87,178,192	3,5,7,29,31,34,41,53,55,72,81,96,116,119,122,134,146,160,164,169	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/pharmacy/manual-order.tsx	9d2f1f8a8fcbeeae52a0f45c51bcd58b77ea6ee45a39e2d2757a32a7888886e8	142	47,56,100,105,116	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/pharmacy/product-detail.tsx	802cf1459cdb0cb7b70519063a0ff2bddbfbb3bd021fe81fa7cfdfd1b0f80001	563	33,85,235,238,257,364,386,421,434,443,453,456,468,472,478,489,501,505	102,206,296,309	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/pharmacy/pharmacist-chat.tsx	d952395aa04b4bb1dc823815e98f40e8c2f08975c5aad49fb70dface12e3a6bb	425	122,240,242,243,360	49,242,243	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/pharmacy/product-search.tsx	0005041059b8770eece65b4964eb543bcb1d58a5746c5b16e377a17f2991edb0	6	4	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
