mobile_file	domain	mobile_action_markers	mobile_navigation_markers	mobile_methods	web_route_candidates	status	evidence_required
settings/feedback.tsx	settings	5	0	"{""POST"": 1}"		MISSING_WEB_SURFACE	live contract + SSR/security test + full journey test
settings/help.tsx	settings	6	2	{}		MISSING_WEB_SURFACE	live contract + SSR/security test + full journey test
settings/index.tsx	settings	3	3	{}		MISSING_WEB_SURFACE	live contract + SSR/security test + full journey test
settings/language.tsx	settings	2	0	{}		MISSING_WEB_SURFACE	live contract + SSR/security test + full journey test
settings/notifications-settings.tsx	settings	1	0	"{""PATCH"": 1}"		MISSING_WEB_SURFACE	live contract + SSR/security test + full journey test
settings/notifications.tsx	settings	0	0	{}	/[locale]/notifications	READ_CANDIDATE_CONTRACT_PROOF_REQUIRED	live contract + SSR/security test
settings/privacy.tsx	settings	2	0	"{""PATCH"": 1, ""POST"": 1}"		MISSING_WEB_SURFACE	live contract + SSR/security test + full journey test
settings/security.tsx	settings	4	0	"{""DELETE"": 1, ""PATCH"": 2, ""POST"": 1}"		MISSING_WEB_SURFACE	live contract + SSR/security test + full journey test
settings/support-chat.tsx	settings	0	0	{}		MISSING_WEB_SURFACE	live contract + SSR/security test
settings/terms.tsx	settings	1	0	{}		MISSING_WEB_SURFACE	live contract + SSR/security test + full journey test
shared/location-picker.tsx	shared	11	0	"{""POST"": 1}"		MISSING_WEB_SURFACE	live contract + SSR/security test + full journey test
support/chat.tsx	support	5	0	"{""POST"": 2}"	/[locale]/chat	PARTIAL_MUTATION_CONTRACT_REQUIRED	live contract + SSR/security test + full journey test
support/ticket.tsx	support	3	2	{}		MISSING_WEB_SURFACE	live contract + SSR/security test + full journey test
voice/index.tsx	voice	2	1	{}		MISSING_WEB_SURFACE	live contract + SSR/security test + full journey test
wallet/cards.tsx	wallet	4	0	"{""DELETE"": 1, ""POST"": 2}"		MISSING_WEB_SURFACE	live contract + SSR/security test + full journey test
wallet/hub.tsx	wallet	8	3	"{""DELETE"": 1, ""POST"": 1}"		MISSING_WEB_SURFACE	live contract + SSR/security test + full journey test
wallet/topup.tsx	wallet	3	1	"{""POST"": 1}"		MISSING_WEB_SURFACE	live contract + SSR/security test + full journey test
wallet/transactions.tsx	wallet	2	0	{}		MISSING_WEB_SURFACE	live contract + SSR/security test + full journey test
wallet/transfer.tsx	wallet	3	0	"{""POST"": 1}"		MISSING_WEB_SURFACE	live contract + SSR/security test + full journey test
wearables/hub.tsx	wearables	2	0	"{""POST"": 5}"		MISSING_WEB_SURFACE	live contract + SSR/security test + full journey test
