surface	file	line	kind	target_or_expression	source
mobile	app/ai/skin-analysis.tsx	48	button/onPress		"return <View style={[styles.container, { backgroundColor: colors.background }]}><View style={[styles.header, { backgroundColor: '#0F766E', paddingTop: insets.top + 12 }]}><TouchableOpacity onPress={() => router.back()} style={styles.backButton}><Icon name=""back"" size={21} color=""#FFFFFF"" /></TouchableOpacity><AppText variant=""h4"" color=""#FFFFFF"">{t('skinTitle')}</AppText><AppText variant=""caption"" color=""rgba(255,255,255,0.82)"">{t('skinSubtitle')}</AppText></View><ScrollView contentContainerStyle={styles.content} keyboardShouldPersistTaps=""handled""><View style={[styles.notice, { backgroundColor: '#ECFDF5', borderColor: '#A7F3D0' }]}><Icon name=""info"" size={18} color=""#047857"" /><AppText variant=""caption"" color={colors.textPrimary} style={styles.noticeText}>{t('skinNotice')}</AppText></View><View style={[styles.card, { backgroundColor: colors.surface }]}><AppText variant=""h6"" color={colors.textPrimary}>{t('chooseAreas')}</AppText><View style={styles.chips}>{areaOptions.map((option) => { const active = areas.includes(option.value); return <TouchableOpacity key={option.value} accessibilityRole=""checkbox"" accessibilityState={{ checked: active }} onPress={() => toggleArea(option.value)} style={[styles.chip, { borderColor: active ? '#0F766E' : colors.border, backgroundColor: active ? '#CCFBF1' : 'transparent' }]}><AppText variant=""caption"" color={active ? '#115E59' : colors.textPrimary}>{t(option.key)}</AppText></TouchableOpacity>; })}</View></View><View style={[styles.card, { backgroundColor: colors.surface }]}><AppText variant=""h6"" color={colors.textPrimary}>{t('observations')}</AppText>{observationOptions.map((option) => { const active = observations.includes(option.value); return <TouchableOpacity key={option.value} accessibilityRole=""checkbox"" accessibilityState={{ checked: active }} onPress={() => toggleObservation(option.value)} style={[styles.option, { borderColor: active ? '#0F766E' : colors.border, backgroundColor: active ? '#CCFBF1' : 'transparent' }]}><View style={[styles.checkbox, { borderColor: active ? '#0F766E' : colors.border, backgroundColor: active ? '#0F766E' : 'transparent' }]}>{active ? <Icon name=""check"" size={14} color=""#FFFFFF"" /> : null}</View><AppText variant=""bodySM"" color={colors.textPrimary} style={styles.optionText}>{t(option.key)}</AppText></TouchableOpacity>; })}<AppText variant=""caption"" color={colors.textSecondary}>{t('noteOptional')}</AppText><TextInput value={note} onChangeText={setNote} maxLength={500} multiline textAlignVertical=""top"" placeholder={t('notePlaceholder')} placeholderTextColor={colors.textTertiary} style={[styles.input, { color: colors.textPrimary, borderColor: colors.border, backgroundColor: colors.backgroundSecondary }]} /></View><TouchableOpacity accessibilityRole=""checkbox"" accessibilityState={{ checked: acknowledged }} onPress={() => setAcknowledged((value) => !value)} style={[styles.ack, { borderColor: acknowledged ? '#0F766E' : colors.border, backgroundColor: acknowledged ? '#ECFDF5' : colors.surface }]}><View style={[styles.checkbox, { borderColor: acknowledged ? '#0F766E' : colors.border, backgroundColor: acknowledged ? '#0F766E' : 'transparent' }]}>{acknowledged ? <Icon name=""check"" size={14} color=""#FFFFFF"" /> : null}</View><AppText variant=""caption"" color={colors.textPrimary} style={styles.optionText}>{t('acknowledge')}</AppText></TouchableOpacity>{error ? <AppText variant=""caption"" color=""#B91C1C"" style={styles.error}>{error}</AppText> : null}<TouchableOpacity disabled={submitting} onPress={() => void submit()} style={[styles.primaryAction, { backgroundColor: '#0F766E', opacity: submitting ? 0.65 : 1 }]}>{submitting ? <ActivityIndicator color=""#FFFFFF"" /> : <AppText variant=""h6"" color=""#FFFFFF"">{t('reviewSkin')}</AppText>}</TouchableOpacity></ScrollView></View>;"
mobile	app/ai/triage.tsx	41	api-call	'/ai/triage'	const data = await apiFetch('/ai/triage', { method: 'POST', body: JSON.stringify({ symptoms: symptoms.trim(), red_flags: flags.length ? flags : ['none'] }) });
mobile	app/ai/triage.tsx	46	external/openURL		const callLocalEmergency = () => { void Linking.openURL('tel:911'); };
mobile	app/ai/triage.tsx	51	button/onPress		"<View style={[styles.header, { backgroundColor: emergency ? '#991B1B' : '#312E81', paddingTop: insets.top + 12 }]}><TouchableOpacity accessibilityRole=""button"" onPress={reset} style={styles.backButton}><Icon name=""refresh"" size={21} color=""#FFFFFF"" /></TouchableOpacity><AppText variant=""h4"" color=""#FFFFFF"">{t('results')}</AppText></View>"
mobile	app/ai/triage.tsx	57	button/onPress	'/(tabs	"{emergency ? <TouchableOpacity accessibilityRole=""button"" onPress={callLocalEmergency} style={[styles.primaryAction, { backgroundColor: '#B91C1C' }]}><Icon name=""call"" size={18} color=""#FFFFFF"" /><AppText variant=""h6"" color=""#FFFFFF"">{t('callEmergency')}</AppText></TouchableOpacity> : <TouchableOpacity accessibilityRole=""button"" onPress={() => router.push('/(tabs)/consultations')} style={[styles.primaryAction, { backgroundColor: '#312E81' }]}><Icon name=""doctor"" size={18} color=""#FFFFFF"" /><AppText variant=""h6"" color=""#FFFFFF"">{t('bookConsultation')}</AppText></TouchableOpacity>}"
mobile	app/ai/triage.tsx	61	button/onPress		"<TouchableOpacity accessibilityRole=""button"" onPress={reset} style={[styles.outlineAction, { borderColor: colors.border }]}><AppText variant=""h6"" color={colors.textPrimary}>{t('startAgain')}</AppText></TouchableOpacity>"
mobile	app/ai/triage.tsx	67	button/onPress		"<View style={[styles.header, { backgroundColor: '#312E81', paddingTop: insets.top + 12 }]}><TouchableOpacity accessibilityRole=""button"" onPress={() => router.back()} style={styles.backButton}><Icon name=""back"" size={21} color=""#FFFFFF"" /></TouchableOpacity><AppText variant=""h4"" color=""#FFFFFF"">{t('triageTitle')}</AppText><AppText variant=""caption"" color=""rgba(255,255,255,0.82)"">{t('triageSubtitle')}</AppText></View>"
mobile	app/ai/triage.tsx	71	button/onPress		"<View style={[styles.card, { backgroundColor: colors.surface }]}><AppText variant=""h6"" color={colors.textPrimary}>{t('redFlags')}</AppText>{flagOptions.map((option) => { const active = flags.includes(option.value); return <TouchableOpacity key={option.value} accessibilityRole=""checkbox"" accessibilityState={{ checked: active }} onPress={() => toggleFlag(option.value)} style={[styles.option, { borderColor: active ? '#7A6BEA' : colors.border, backgroundColor: active ? '#EDE9FE' : 'transparent' }]}><View style={[styles.checkbox, { borderColor: active ? '#7A6BEA' : colors.border, backgroundColor: active ? '#7A6BEA' : 'transparent' }]}>{active ? <Icon name=""check"" size={14} color=""#FFFFFF"" /> : null}</View><AppText variant=""bodySM"" color={colors.textPrimary} style={styles.optionText}>{t(option.key)}</AppText></TouchableOpacity>; })}</View>"
mobile	app/ai/triage.tsx	73	button/onPress		"<TouchableOpacity accessibilityRole=""button"" disabled={submitting} onPress={() => void submit()} style={[styles.primaryAction, { backgroundColor: '#312E81', opacity: submitting ? 0.65 : 1 }]}>{submitting ? <ActivityIndicator color=""#FFFFFF"" /> : <AppText variant=""h6"" color=""#FFFFFF"">{t('continue')}</AppText>}</TouchableOpacity>"
mobile	app/ai-assistant.tsx	49	api-call		const response = await HttpClient.post<{ response: string }>('/ai/triage/chat', {
mobile	app/ai-assistant.tsx	106	screen-registration		<Stack.Screen options={{ title: 'المساعد الطبي AI' }} />
mobile	app/ai-assistant.tsx	135	button/onPress	'/ai/prescription-translator'	onPress={() => router.push('/ai/prescription-translator')}
mobile	app/ai-assistant.tsx	142	form/onSubmit		onSubmitEditing={sendMessage}
mobile	app/ai-assistant.tsx	150	button/onPress		onPress={sendMessage}
mobile	app/articles/[slug].tsx	38	api-call	`/articles/${encodeURIComponent(String(slug	const res = await apiFetch(`/articles/${encodeURIComponent(String(slug))}`);
mobile	app/articles/[slug].tsx	42	api-call	`/articles?category=${encodeURIComponent(res.category	const rel = await apiFetch(`/articles?category=${encodeURIComponent(res.category)}&limit=4`).catch(() => []);
mobile	app/articles/[slug].tsx	46	api-call	`/articles/bookmarks/${encodeURIComponent(String(slug	const st = await apiFetch(`/articles/bookmarks/${encodeURIComponent(String(slug))}/status`).catch(() => null);
mobile	app/articles/[slug].tsx	59	api-call	`/articles/bookmarks/${encodeURIComponent(String(slug	"const res = await apiFetch(`/articles/bookmarks/${encodeURIComponent(String(slug))}/toggle`, { method: ""POST"" });"
mobile	app/articles/[slug].tsx	84	button/onPress		"<Button label=""العودة"" variant=""gradient"" icon=""back"" onPress={() => router.back()} />"
mobile	app/articles/[slug].tsx	103	button/onPress		"<IconButton icon=""share"" onPress={share} />"
mobile	app/articles/[slug].tsx	104	button/onPress		"<IconButton icon={bookmarked ? ""bookmark"" : ""bookmark-outline""} color={bookmarked ? colors.primary : undefined} onPress={toggleBookmark} />"
mobile	app/articles/[slug].tsx	109	button/onPress		"<IconButton icon=""back"" onPress={() => router.back()} />"
mobile	app/articles/[slug].tsx	164	button/onPress	"{ pathname: ""/articles/[slug]"", params: { slug: r.slug } }"	"onPress={() => router.replace({ pathname: ""/articles/[slug]"", params: { slug: r.slug } })}"
mobile	app/articles/bookmarks.tsx	33	api-call	"""/articles/bookmarks/mine"""	"const res = await apiFetch(""/articles/bookmarks/mine"");"
mobile	app/articles/bookmarks.tsx	59	button/onPress		"<IconButton icon=""back"" onPress={() => router.back()} />"
mobile	app/articles/bookmarks.tsx	70	button/onPress		"<Button label=""إعادة المحاولة"" variant=""gradient"" icon=""refresh"" onPress={load} />"
mobile	app/articles/bookmarks.tsx	78	button/onPress	"""/articles"""	"<Button label=""تصفح المقالات"" variant=""gradient"" icon=""document"" onPress={() => router.push(""/articles"")} />"
mobile	app/articles/bookmarks.tsx	86	button/onPress	"{ pathname: ""/articles/[slug]"", params: { slug: a.slug } }"	"onPress={() => router.push({ pathname: ""/articles/[slug]"", params: { slug: a.slug } })}"
mobile	app/articles/index.tsx	48	api-call	`/articles?${params.toString(	const res = await apiFetch(`/articles?${params.toString()}`);
mobile	app/articles/index.tsx	58	api-call	"""/articles/categories"""	"apiFetch(""/articles/categories"")"
mobile	app/articles/index.tsx	86	button/onPress		"<IconButton icon=""back"" onPress={() => router.back()} />"
mobile	app/articles/index.tsx	88	button/onPress	"""/articles/bookmarks"""	"<IconButton icon=""bookmark"" onPress={() => router.push(""/articles/bookmarks"")} />"
mobile	app/articles/index.tsx	98	form/onSubmit		onSubmitEditing={submitSearch}
mobile	app/articles/index.tsx	115	button/onPress		onPress={() => pickCategory(c)}
mobile	app/articles/index.tsx	141	button/onPress		"<Button label=""إعادة المحاولة"" variant=""gradient"" icon=""refresh"" onPress={() => load()} />"
mobile	app/articles/index.tsx	158	button/onPress	"{ pathname: ""/articles/[slug]"", params: { slug: a.slug } }"	"onPress={() => router.push({ pathname: ""/articles/[slug]"", params: { slug: a.slug } })}"
mobile	app/community/hub.tsx	59	api-call	`/community/posts?page=1&limit=20${qs}`	const res = await apiFetch(`/community/posts?page=1&limit=20${qs}`);
mobile	app/community/hub.tsx	74	api-call	"""/community/posts"""	"await apiFetch(""/community/posts"", {"
mobile	app/community/hub.tsx	98	button/onPress		onPress={() => setShowComposer(true)}
mobile	app/community/hub.tsx	107	button/onPress		onPress={() => router.back()}
mobile	app/community/hub.tsx	143	button/onPress		onPress={() => setActiveCategory(cat.key)}
mobile	app/community/hub.tsx	171	button/onPress		onPress={() =>
mobile	app/community/hub.tsx	172	navigation	{	router.push({
mobile	app/community/hub.tsx	238	button/onPress		onPress={() => setPostCategory(c.key)}
mobile	app/community/hub.tsx	260	button/onPress		onPress={publishPost}
mobile	app/community/hub.tsx	264	button/onPress		"<Button label=""إلغاء"" variant=""ghost"" onPress={() => setShowComposer(false)} />"
mobile	app/community/post-detail.tsx	53	api-call	`/community/posts/${postId}`	const res = await apiFetch(`/community/posts/${postId}`);
mobile	app/community/post-detail.tsx	68	api-call	`/community/posts/${postId}/vote`	const res = await apiFetch(`/community/posts/${postId}/vote`, {
mobile	app/community/post-detail.tsx	87	api-call	`/community/posts/${postId}/comment`	const res = await apiFetch(`/community/posts/${postId}/comment`, {
mobile	app/community/post-detail.tsx	132	button/onPress		<TouchableOpacity onPress={() => router.back()}>
mobile	app/community/post-detail.tsx	178	button/onPress		onPress={async () => {
mobile	app/community/post-detail.tsx	189	button/onPress		onPress={() => commentsRef.current?.scrollToEnd?.({ animated: true })}
mobile	app/community/post-detail.tsx	194	button/onPress		<TouchableOpacity style={styles.actionBtn} onPress={handleVote}>
mobile	app/community/post-detail.tsx	257	button/onPress		onPress={sendComment}
mobile	app/community/post-detail.tsx	277	form/onSubmit		onSubmitEditing={sendComment}
mobile	app/consultations/appointment-detail.tsx	71	button/onPress		"<IconButton icon=""back"" onPress={() => router.back()} />"
mobile	app/consultations/appointment-detail.tsx	86	button/onPress	{ pathname: '/consultations/doctor/[id]', params: { id: appointment?.doctor_id || '1' } }	onPress={() => router.push({ pathname: '/consultations/doctor/[id]', params: { id: appointment?.doctor_id || '1' } })}
mobile	app/consultations/appointment-detail.tsx	127	button/onPress	{ pathname: '/consultations/summary', params: { appointmentId: appointment?.id } }	onPress={() => router.push({ pathname: '/consultations/summary', params: { appointmentId: appointment?.id } })}
mobile	app/consultations/appointment-detail.tsx	142	button/onPress	{ pathname: '/reviews', params: { booking_kind: 'appointment', booking_id: appointment?.id, providerName: appointment?.doctor?.name || appointment?.doctor_name || '' } }	onPress={() => router.push({ pathname: '/reviews', params: { booking_kind: 'appointment', booking_id: appointment?.id, providerName: appointment?.doctor?.name || appointment?.doctor_name || '' } })}
mobile	app/consultations/appointment-detail.tsx	183	button/onPress		<Button label={AR ? 'عرض طلب التأمين والدفع الآمن' : 'Review insurance request and pay securely'} onPress={() => {
mobile	app/consultations/appointment-detail.tsx	188	navigation	{ pathname: '/insurance/payment-split', params: { request_id: request.id } }	router.push({ pathname: '/insurance/payment-split', params: { request_id: request.id } });
mobile	app/consultations/appointment-detail.tsx	192	button/onPress		"<Button variant=""outline"" label={AR ? 'إلغاء الموعد' : 'Cancel Appointment'} onPress={() => router.back()} />"
mobile	app/consultations/appointment-detail.tsx	201	button/onPress	{ pathname: '/consultations/cancel-reschedule', params: { appointmentId: appointment?.id } }	onPress={() => router.push({ pathname: '/consultations/cancel-reschedule', params: { appointmentId: appointment?.id } })}
mobile	app/consultations/appointment-detail.tsx	207	button/onPress	{ pathname: '/consultations/virtual-waiting-room', params: { appointmentId: appointment?.id } }	onPress={() => router.push({ pathname: '/consultations/virtual-waiting-room', params: { appointmentId: appointment?.id } })}
mobile	app/consultations/appointment-detail.tsx	217	button/onPress	{ pathname: '/consultations/clinic-location', params: { appointmentId: appointment?.id } }	onPress={() => router.push({ pathname: '/consultations/clinic-location', params: { appointmentId: appointment?.id } })}
mobile	app/consultations/appointment-detail.tsx	227	button/onPress	{ pathname: '/consultations/home-visit-tracking', params: { appointmentId: appointment?.id } }	onPress={() => router.push({ pathname: '/consultations/home-visit-tracking', params: { appointmentId: appointment?.id } })}
mobile	app/consultations/appointments.tsx	78	button/onPress		<TouchableOpacity onPress={() => router.back()}>
mobile	app/consultations/appointments.tsx	92	button/onPress		onPress={() => setTab(t)}
mobile	app/consultations/appointments.tsx	138	button/onPress		onPress={() => fetchAppointments()}
mobile	app/consultations/appointments.tsx	162	button/onPress	"""/(tabs"	"onPress={() => router.push(""/(tabs)/consultations"")}"
mobile	app/consultations/appointments.tsx	186	button/onPress		onPress={() =>
mobile	app/consultations/appointments.tsx	187	navigation	{	router.push({
mobile	app/consultations/appointments.tsx	265	button/onPress		onPress={() =>
mobile	app/consultations/appointments.tsx	266	navigation	{	router.push({
mobile	app/consultations/appointments.tsx	279	button/onPress		onPress={() =>
mobile	app/consultations/appointments.tsx	280	navigation	{	router.push({
mobile	app/consultations/appointments.tsx	299	button/onPress		onPress={() =>
mobile	app/consultations/appointments.tsx	300	navigation	{	router.push({
mobile	app/consultations/book/[id].tsx	73	api-call	`/care/doctors/${encodeURIComponent(String(id || ''	const data = await apiFetch(`/care/doctors/${encodeURIComponent(String(id || ''))}`);
mobile	app/consultations/book/[id].tsx	105	api-call		const res = await apiFetch(
mobile	app/consultations/book/[id].tsx	158	navigation	{	router.push({
mobile	app/consultations/book/[id].tsx	192	button/onPress		"<Button label=""إعادة المحاولة"" variant=""primary"" icon=""refresh"" onPress={loadDoctor} />"
mobile	app/consultations/book/[id].tsx	193	button/onPress		"<Button label=""عودة"" variant=""ghost"" onPress={() => router.back()} />"
mobile	app/consultations/book/[id].tsx	205	button/onPress		"<IconButton icon=""back"" onPress={() => router.back()} />"
mobile	app/consultations/book/[id].tsx	241	button/onPress		onPress={() => setVisitType(m)}
mobile	app/consultations/book/[id].tsx	267	button/onPress		onPress={() => setDayOffset(i)}
mobile	app/consultations/book/[id].tsx	301	button/onPress		onPress={() => setSelectedSlot(s.start)}
mobile	app/consultations/book/[id].tsx	329	button/onPress	'/delivery/address-select'	<TouchableOpacity onPress={() => router.push('/delivery/address-select')}>
mobile	app/consultations/book/[id].tsx	334	button/onPress	'/delivery/address-select'	"<Button label=""اختيار عنوان الزيارة"" variant=""outline"" icon=""location"" onPress={() => router.push('/delivery/address-select')} />"
mobile	app/consultations/book/[id].tsx	365	button/onPress		onPress={handleContinue}
mobile	app/consultations/booking-confirm.tsx	46	api-call	'/insurance/companies'	const list = await apiFetch('/insurance/companies');
mobile	app/consultations/booking-confirm.tsx	61	api-call	`/insurance/companies/${insCompany}/networks`	const nets = await apiFetch(`/insurance/companies/${insCompany}/networks`);
mobile	app/consultations/booking-confirm.tsx	123	api-call	`${baseUrl}/insurance/coverage-check?provider_id=${params.doctorId}&service_type=consultation`	const res = await fetch(`${baseUrl}/insurance/coverage-check?provider_id=${params.doctorId}&service_type=consultation`, {
mobile	app/consultations/booking-confirm.tsx	216	navigation	{	router.replace({
mobile	app/consultations/booking-confirm.tsx	234	navigation	{ pathname: '/insurance/payment-split', params: { request_id: insuranceRequest.id } }	router.replace({ pathname: '/insurance/payment-split', params: { request_id: insuranceRequest.id } });
mobile	app/consultations/booking-confirm.tsx	241	navigation	{	router.replace({
mobile	app/consultations/booking-confirm.tsx	263	button/onPress		"<IconButton icon=""back"" onPress={() => router.back()} />"
mobile	app/consultations/booking-confirm.tsx	283	button/onPress		<TouchableOpacity key={vt.key} onPress={() => setVisitType(vt.key)} style={[st.visitCard, { borderColor: visitType === vt.key ? colors.primary : colors.border, backgroundColor: visitType === vt.key ? colors.primarySurface : 'transparent' } ]}>
mobile	app/consultations/booking-confirm.tsx	350	button/onPress	'/profile/insurance'	"<Button label=""تعديل بيانات التأمين"" variant=""ghost"" icon=""edit"" onPress={() => router.push('/profile/insurance')} />"
mobile	app/consultations/booking-confirm.tsx	357	button/onPress		<TouchableOpacity key={company.id || company.code} onPress={() => { setInsCompany(company.id || company.code); setInsCategory(''); }} style={[st.insChip, { borderColor: insCompany === (company.id || company.code) ? colors.primary : colors.border, backgroundColor: insCompany === (company.id || company.code) ? colors.primarySurface : 'transparent' } ]}>
mobile	app/consultations/booking-confirm.tsx	371	button/onPress		<TouchableOpacity key={cat.key || cat.code} onPress={() => setInsCategory(cat.key || cat.code)} style={[st.catChip, { borderColor: insCategory === (cat.key || cat.code) ? colors.primary : colors.border, backgroundColor: insCategory === (cat.key || cat.code) ? colors.primarySurface : 'transparent' } ]}>
mobile	app/consultations/booking-confirm.tsx	452	button/onPress		onPress={handleConfirm}
mobile	app/consultations/booking-pending.tsx	52	navigation	{ pathname: '/consultations/clinic-confirm', params: { appointmentId: id } }	router.replace({ pathname: '/consultations/clinic-confirm', params: { appointmentId: id } });
mobile	app/consultations/booking-pending.tsx	54	navigation	{ pathname: '/consultations/home-visit-tracking', params: { appointmentId: id } }	router.replace({ pathname: '/consultations/home-visit-tracking', params: { appointmentId: id } });
mobile	app/consultations/booking-pending.tsx	56	navigation	{ pathname: '/consultations/virtual-waiting-room', params: { appointmentId: id } }	router.replace({ pathname: '/consultations/virtual-waiting-room', params: { appointmentId: id } });
mobile	app/consultations/booking-pending.tsx	108	api-call	`/care/appointments/${appointmentId}/cancel`	await apiFetch(`/care/appointments/${appointmentId}/cancel`, { method: 'PATCH', body: JSON.stringify({ reason: 'patient_cancelled_while_waiting' }) });
mobile	app/consultations/booking-pending.tsx	137	button/onPress	'/consultations/doctor-search'	<Button label={AR ? 'حجز موعد آخر' : 'Book another appointment'} onPress={() => router.replace('/consultations/doctor-search')} />
mobile	app/consultations/booking-pending.tsx	138	button/onPress	'/(tabs	"<Button variant=""outline"" label={AR ? 'العودة للرئيسية' : 'Back to home'} onPress={() => router.replace('/(tabs)')} />"
mobile	app/consultations/booking-pending.tsx	200	button/onPress		onPress={handleCancel}
mobile	app/consultations/booking-pending.tsx	203	button/onPress		<TouchableOpacity onPress={poll} style={{ alignSelf: 'center' }}>
mobile	app/consultations/booking-success.tsx	54	navigation	"""/(tabs"	"router.push(""/(tabs)/consultations"");"
mobile	app/consultations/booking-success.tsx	58	navigation	"""/consultations/appointments"""	"router.push(""/consultations/appointments"");"
mobile	app/consultations/booking-success.tsx	62	navigation	{	router.push({
mobile	app/consultations/booking-success.tsx	260	button/onPress		onPress={handleNext}
mobile	app/consultations/booking-success.tsx	283	button/onPress	"""/(tabs"	"onPress={() => router.push(""/(tabs)"")}"
mobile	app/consultations/call-history.tsx	48	api-call	`/calls/history?page=${pageNum}&limit=20`	const data = await apiFetch(`/calls/history?page=${pageNum}&limit=20`);
mobile	app/consultations/call-history.tsx	87	navigation	{	router.push({
mobile	app/consultations/call-history.tsx	181	button/onPress		onPress={() => handleRedial(item)}
mobile	app/consultations/call-history.tsx	233	button/onPress		"<IconButton icon=""back"" onPress={() => router.back()} />"
mobile	app/consultations/cancel-reschedule.tsx	105	api-call	`/care/appointments/${appointmentId}/cancel`	await apiFetch(`/care/appointments/${appointmentId}/cancel`, {
mobile	app/consultations/cancel-reschedule.tsx	112	navigation	'/consultations/appointments'	{ text: 'حسناً', onPress: () => router.replace('/consultations/appointments') },
mobile	app/consultations/cancel-reschedule.tsx	118	api-call	`/care/appointments/${appointmentId}/reschedule`	await apiFetch(`/care/appointments/${appointmentId}/reschedule`, {
mobile	app/consultations/cancel-reschedule.tsx	123	navigation	'/consultations/appointments'	{ text: 'حسناً', onPress: () => router.replace('/consultations/appointments') },
mobile	app/consultations/cancel-reschedule.tsx	136	button/onPress		"<TouchableOpacity onPress={onBack} accessibilityLabel=""رجوع"">"
mobile	app/consultations/cancel-reschedule.tsx	157	button/onPress		<TouchableOpacity onPress={loadAppointment} style={[styles.confirmCancelBtn, { backgroundColor: colors.primary, paddingHorizontal: 32 }]}>
mobile	app/consultations/cancel-reschedule.tsx	191	button/onPress		"<TouchableOpacity onPress={() => setMode('reschedule')} style={styles.rescheduleBtn} accessibilityRole=""button"">"
mobile	app/consultations/cancel-reschedule.tsx	199	button/onPress		"<TouchableOpacity onPress={() => setMode('cancel')} style={[styles.cancelBtn, { borderColor: colors.error }]} accessibilityRole=""button"">"
mobile	app/consultations/cancel-reschedule.tsx	213	button/onPress		"<TouchableOpacity key={r} onPress={() => setSelectedReason(r)} accessibilityRole=""radio"" accessibilityState={{ selected: selectedReason === r }}"
mobile	app/consultations/cancel-reschedule.tsx	233	button/onPress		onPress={handleAction}
mobile	app/consultations/cancel-reschedule.tsx	266	button/onPress		<TouchableOpacity key={d} onPress={() => { setActiveDay(d); setSelectedSlot(null); }}
mobile	app/consultations/cancel-reschedule.tsx	280	button/onPress		<TouchableOpacity key={`${start}-${i}`} onPress={() => setSelectedSlot(s)}
mobile	app/consultations/cancel-reschedule.tsx	292	button/onPress		onPress={handleAction}
mobile	app/consultations/chat-with-doctor.tsx	41	api-call	`/care/doctors/${doctorId}`	apiFetch(`/care/doctors/${doctorId}`)
mobile	app/consultations/chat-with-doctor.tsx	51	api-call	`/chat/threads/direct`	return apiFetch(`/chat/threads/direct`, { method: 'POST', body: JSON.stringify({ other_user_id: doctorUserId }) })
mobile	app/consultations/chat-with-doctor.tsx	58	api-call	`/chat/threads/${tid}/messages`	return apiFetch(`/chat/threads/${tid}/messages`).then((mres: any) => ({ mres, doctorUserId }));
mobile	app/consultations/chat-with-doctor.tsx	125	api-call	`/chat/threads/${threadId}/messages`	await apiFetch(`/chat/threads/${threadId}/messages`, { method: 'POST', body: JSON.stringify({ body: text, type: 'text', client_message_id: tempId }) });
mobile	app/consultations/chat-with-doctor.tsx	143	button/onPress		<TouchableOpacity onPress={() => expRouter.back()} style={styles.iconBtn}>
mobile	app/consultations/chat-with-doctor.tsx	193	form/onSubmit		onSubmitEditing={send}
mobile	app/consultations/chat-with-doctor.tsx	195	button/onPress		<TouchableOpacity style={[styles.micBtn, { backgroundColor: resolveColor('var(--p)') }]} onPress={send}>
mobile	app/consultations/clinic/[id].tsx	60	button/onPress		<TouchableOpacity onPress={() => router.back()} style={{ position: 'absolute', top: Math.max(insets.top, 20), left: isRTL ? undefined : 20, right: isRTL ? 20 : undefined, width: 40, height: 40, borderRadius: 20, backgroundColor: 'rgba(255,255,255,0.9)', alignItems: 'center', justifyContent: 'center' }}>
mobile	app/consultations/clinic/[id].tsx	95	button/onPress	`/consultations/doctor-profile?doctorId=${doc.id}`	<TouchableOpacity key={doc.id || i} onPress={() => router.push(`/consultations/doctor-profile?doctorId=${doc.id}`)} style={{ width: 140, backgroundColor: colors.surface, borderRadius: 16, padding: 12, alignItems: 'center' }}>
mobile	app/consultations/clinic-confirm.tsx	74	navigation	{ pathname: '/consultations/clinic-location', params: { appointmentId } }	router.push({ pathname: '/consultations/clinic-location', params: { appointmentId } });
mobile	app/consultations/clinic-confirm.tsx	81	external/openURL		if (url) Linking.openURL(url);
mobile	app/consultations/clinic-confirm.tsx	86	external/openURL		Linking.openURL(`tel:${phone}`);
mobile	app/consultations/clinic-confirm.tsx	90	navigation	{ pathname: '/consultations/chat-with-doctor', params: { doctorId: appt.doctor_user_id || appt.doctor_id, appointmentId } }	router.push({ pathname: '/consultations/chat-with-doctor', params: { doctorId: appt.doctor_user_id || appt.doctor_id, appointmentId } });
mobile	app/consultations/clinic-confirm.tsx	94	navigation	{ pathname: '/consultations/cancel-reschedule', params: { appointmentId } }	router.push({ pathname: '/consultations/cancel-reschedule', params: { appointmentId } });
mobile	app/consultations/clinic-confirm.tsx	103	button/onPress	'/(tabs	<TouchableOpacity onPress={() => router.replace('/(tabs)')} style={{ width: 40, alignItems: 'center' }}>
mobile	app/consultations/clinic-confirm.tsx	145	button/onPress		<TouchableOpacity onPress={openDirections} style={[st.actionBtn, { backgroundColor: colors.primarySurface }]}>
mobile	app/consultations/clinic-confirm.tsx	149	button/onPress		<TouchableOpacity onPress={callClinic} style={[st.actionBtn, { backgroundColor: colors.primarySurface }]}>
mobile	app/consultations/clinic-confirm.tsx	153	button/onPress		<TouchableOpacity onPress={openChat} style={[st.actionBtn, { backgroundColor: colors.primarySurface }]}>
mobile	app/consultations/clinic-confirm.tsx	187	button/onPress		"<Button variant=""outline"" label={AR ? 'إلغاء / إعادة جدولة الموعد' : 'Cancel / reschedule'} onPress={openCancelPolicy} style={{ marginTop: 8 }} />"
mobile	app/consultations/clinic-location.tsx	24	api-call	`/care/appointments/${appointmentId}`	apiFetch(`/care/appointments/${appointmentId}`)
mobile	app/consultations/clinic-location.tsx	41	external/openURL		if (url) Linking.openURL(url);
mobile	app/consultations/clinic-location.tsx	55	button/onPress		<TouchableOpacity onPress={() => router.back()} style={{ width: 40, height: 40, justifyContent: 'center' }}>
mobile	app/consultations/clinic-location.tsx	94	button/onPress		<TouchableOpacity style={[styles.directionsBtn, { backgroundColor: colors.n, marginTop: 24 }]} onPress={openDirections}>
mobile	app/consultations/doctor/[id].tsx	26	navigation		(router.push as any)({
mobile	app/consultations/doctor/[id].tsx	51	api-call	`/care/doctors/${encodeURIComponent(id || 'd1'	const data = await apiFetch(`/care/doctors/${encodeURIComponent(id || 'd1')}`);
mobile	app/consultations/doctor/[id].tsx	149	api-call	`/care/doctors/${encodeURIComponent(doc.id	const res = await apiFetch(`/care/doctors/${encodeURIComponent(doc.id)}/slots?date=${iso}&service_type=${vt}`);
