archive_path	member_path	sha256	line_count	kind	role	domain	fully_read	evidence_file	evidence_section	line_ranges_read	routes_screens_actions	backend_consumers_or_contracts	auth_ownership	state_transitions	payment_insurance_relevance	error_empty_loading_retry_cancel	existing_tests	notes
nabd_plus_patient_app.zip	app/health/sleep-tracker.tsx	4fc1144907762ea4811675a71091f2c7167c0fc27b5701506a48256b034b4c9e	219	OWNED_SOURCE_OR_CONFIG	ui/screen	diagnostics/homecare	YES	audit-artifacts/phase0d/phase0d-patient-mobile/evidence/app_health_sleep-tracker.tsx.md	Complete decoded member bytes; static semantic signals	1-219	"5: import { router } from 'expo-router';; 21: export default function SleepTrackerScreen() {; 98: <IconButton icon=""back"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.back()} />; 107: <Button label=""إعادة المحاولة"" variant=""gradient"" icon=""refresh"" onPress={load} />; 180: <Button label=""حفظ القراءة"" variant=""gradient"" icon=""check_circle"" loading={saving} onPress={addReading} />"	36: const res = await apiFetch('/health/sleep?limit=30');; 71: await apiFetch('/health/sleep', {	"107: <Button label=""إعادة المحاولة"" variant=""gradient"" icon=""refresh"" onPress={load} />"	3: import React, { useCallback, useEffect, useState } from 'react';; 25: const [loading, setLoading] = useState(true);; 26: const [error, setError] = useState<string | null>(null);; 27: const [readings, setReadings] = useState<any[]>([]);; 28: const [saving, setSaving] = useState(false);; 29: const [hours, setHours] = useState('');; 30: const [score, setScore] = useState('');; 34: setLoading(true);	9: import { AppText, Card, Badge, Button, IconButton, Input } from '../../src/components/ui';; 104: <Card style={{ marginHorizontal: 16, marginTop: 12, alignItems: 'center', gap: 10, padding: 24 }}>; 108: </Card>; 112: <Card style={{ marginHorizontal: 16, marginTop: 12, backgroundColor: isDark ? colors.surface : colors.white }}>; 144: </Card>; 148: <View style={[styles.card, { backgroundColor: isDark ? colors.surface : colors.white, marginHorizontal: 16, marginTop: 12 }]}>; 173: <View style={[styles.card, { backgroundColor: isDark ? colors.surface : colors.white, marginHorizontal: 16, marginTop: 12, gap: 10 }]}>; 184: <View style={[styles.card, { backgroundColor: isDark ? colors.surface : colors.white, marginHorizontal: 16, marginTop: 12 }]}>	25: const [loading, setLoading] = useState(true);; 26: const [error, setError] = useState<string | null>(null);; 34: setLoading(true);; 35: setError(null);; 38: } catch (e: any) {; 39: setError(e?.message || 'تعذر تحميل بيانات النوم');; 41: setLoading(false);; 77: } catch (e: any) {	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd_plus_patient_app.zip	app/health/trends.tsx	a08673281a04cd407c8df123d835fc51b3ddea7a9bba44c272c56d154fa76a44	679	OWNED_SOURCE_OR_CONFIG	ui/screen	pharmacy/orders	YES	audit-artifacts/phase0d/phase0d-patient-mobile/evidence/app_health_trends.tsx.md	Complete decoded member bytes; static semantic signals	1-679	"14: import { router } from ""expo-router"";; 128: export default function HealthTrendsScreen() {; 160: <IconButton icon=""back"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.back()} />; 203: onPress={() => {; 223: onPress={() => router.back()}; 265: onPress={() => setActiveVital(v.id)}; 350: onPress={() => setTimeFilter(f.key)}; 464: onPress={() => setActiveVital(v.id)}"	141: const res = await apiFetch('/health/trends');		"4: import React, { useState } from ""react"";; 11: StatusBar,; 132: const [timeFilter, setTimeFilter] = useState(""3m"");; 133: const [activeVital, setActiveVital] = useState(""glucose"");; 135: const [vitalTrends, setVitalTrends] = useState<any[]>([]);; 136: const [loading, setLoading] = useState(true);; 144: console.error(err);; 146: setLoading(false);"	21: Card,; 227: <Card; 241: </Card>; 282: styles.currentCard,; 373: styles.chartCard,; 445: styles.statCard,; 466: styles.miniCard,; 576: currentCard: {	136: const [loading, setLoading] = useState(true);; 143: } catch (err) {; 144: console.error(err);; 146: setLoading(false);; 153: if (loading) return null;; 213: }).catch(() => {});; 513: }).catch(() => {});	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd_plus_patient_app.zip	app/health/family-member-detail.tsx	f21dc80e027271dee8cc50e3bc333269f8692bb078c228654de9eb2c27eaad76	6	OWNED_SOURCE_OR_CONFIG	ui/screen	family/health	YES	audit-artifacts/phase0d/phase0d-patient-mobile/evidence/app_health_family-member-detail.tsx.md	Complete decoded member bytes; static semantic signals	1-6	"2: // Redirects to the new family member health screen; 3: import { Redirect } from ""expo-router"";; 5: return <Redirect href=""/family/member-health"" />;"						Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd_plus_patient_app.zip	app/health/emergency-contacts.tsx	9b025b3e7088176b64534a8c1bded963ff299af540ec495f34f4d8b00f44f2fe	280	OWNED_SOURCE_OR_CONFIG	ui/screen	pharmacy/orders	YES	audit-artifacts/phase0d/phase0d-patient-mobile/evidence/app_health_emergency-contacts.tsx.md	Complete decoded member bytes; static semantic signals	1-280	"16: import { router } from ""expo-router"";; 24: export default function EmergencyContactsScreen() {; 77: { text: ""إلغاء"", style: ""cancel"" },; 81: onPress: async () => {; 105: onPress={() => setShowAdd(true)}; 111: <TouchableOpacity onPress={() => router.back()}>; 139: onPress={() => Linking.openURL(`tel:${c.phone}`)}; 145: onPress={() => removeContact(c)}"	38: const res = await apiFetch('/health/emergency-contacts');; 56: const doc = await apiFetch('/health/emergency-contacts', {; 83: await apiFetch(`/health/emergency-contacts/${c.id}`, { method: 'DELETE' });		"2: import React, { useState } from ""react"";; 28: const [contacts, setContacts] = useState<any[]>([]);; 29: const [loading, setLoading] = useState(true);; 30: const [showAdd, setShowAdd] = useState(false);; 31: const [saving, setSaving] = useState(false);; 32: const [name, setName] = useState("""");; 33: const [relation, setRelation] = useState("""");; 34: const [phone, setPhone] = useState("""");"	130: styles.card,; 171: <View style={[styles.modalCard, { backgroundColor: isDark ? colors.surface : colors.white }]}>; 226: card: {; 259: modalCard: {	"29: const [loading, setLoading] = useState(true);; 40: } catch (err) {; 41: console.error(err);; 43: setLoading(false);; 68: } catch (err: any) {; 77: { text: ""إلغاء"", style: ""cancel"" },; 85: } catch (err: any) {; 117: {loading && <ActivityIndicator color={colors.primary} style={{ marginTop: 24 }} />}"	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd_plus_patient_app.zip	app/health/reports.tsx	6574f0052e1e3dd7fa7e927ee524ef8cd31dbea8f3b30996a6cc46270ea91652	32	OWNED_SOURCE_OR_CONFIG	ui/screen	consultation/booking	YES	audit-artifacts/phase0d/phase0d-patient-mobile/evidence/app_health_reports.tsx.md	Complete decoded member bytes; static semantic signals	1-32	"3: import { router } from 'expo-router';; 11: export default function ReportsScreen() {; 27: <View style={[styles.header, { paddingTop: insets.top + 16 }]}><View style={{ width: 44 }} /><AppText variant=""h3"">تقاريري الصحية</AppText><IconButton icon=""back"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router; 28: {loading ? <View style={styles.center}><ActivityIndicator color={colors.primary} /><AppText variant=""bodySM"" color={colors.textTertiary}>جارٍ تحميل التقارير…</AppText></View> : <FlatList data={reports} keyExtractor={(item) => item.id} conte"	19: try { const response: any = await apiFetch('/health/reports'); const rows = Array.isArray(response) ? response : response?.data; setReports(Array.isArray(rows) ? rows : []); }		2: import { View, StyleSheet, FlatList, StatusBar, ActivityIndicator } from 'react-native';; 14: const [reports, setReports] = React.useState<Report[]>([]);; 15: const [loading, setLoading] = React.useState(true);; 16: const [error, setError] = React.useState<string | null>(null);; 18: setLoading(true); setError(null);; 20: catch { setError('تعذر تحميل التقارير الصحية.'); }; 21: finally { setLoading(false); }; 26: <StatusBar barStyle={isDark ? 'light-content' : 'dark-content'} />	"6: import { AppText, Card, Badge, Button, IconButton } from '../../src/components/ui';; 28: {loading ? <View style={styles.center}><ActivityIndicator color={colors.primary} /><AppText variant=""bodySM"" color={colors.textTertiary}>جارٍ تحميل التقارير…</AppText></View> : <FlatList data={reports} keyExtractor={(item) => item.id} conte"	"15: const [loading, setLoading] = React.useState(true);; 16: const [error, setError] = React.useState<string | null>(null);; 18: setLoading(true); setError(null);; 20: catch { setError('تعذر تحميل التقارير الصحية.'); }; 21: finally { setLoading(false); }; 28: {loading ? <View style={styles.center}><ActivityIndicator color={colors.primary} /><AppText variant=""bodySM"" color={colors.textTertiary}>جارٍ تحميل التقارير…</AppText></View> : <FlatList data={reports} keyExtractor={(item) => item.id} conte; 32: const styles = StyleSheet.create({ container: { flex: 1 }, header: { flexDirection: 'row-reverse', alignItems: 'center', justifyContent: 'space-between', paddingHorizontal: 16, paddingBottom: 8 }, center: { flex: 1, alignItems: 'center', ju"	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd_plus_patient_app.zip	app/health/medications.tsx	e0defff9a005743d3728283015d5de0448c7367cb40db590a8c457dcbee2be06	65	OWNED_SOURCE_OR_CONFIG	ui/screen	pharmacy/orders	YES	audit-artifacts/phase0d/phase0d-patient-mobile/evidence/app_health_medications.tsx.md	Complete decoded member bytes; static semantic signals	1-65	"3: import { router } from 'expo-router';; 13: export default function MedicationsScreen() {; 37: <Button label={t('add')} variant=""ghost"" size=""sm"" icon=""add"" full={false} onPress={() => router.push('/health/medication-reminder-add')} />; 39: <IconButton icon=""back"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.back()} />; 50: {error && <Animated.View entering={FadeInDown.duration(280)}><Card style={styles.error}><AppText variant=""bodySM"" color=""#B91C1C"" align=""right"">{error}</AppText><Button label={t('retry')} variant=""outline"" size=""sm"" full={false} onPress={lo; 51: <Animated.View entering={FadeInDown.delay(80).duration(360)}><NavigationCard title={t('remindersToday')} detail={reminders.length ? t('activeReminders', { count: reminders.length }) : t('noActiveReminders')} action={t('viewReminders')} tint; 52: <Animated.View entering={FadeInDown.delay(150).duration(360)}><NavigationCard title={t('deviceAlerts')} detail={t('deviceAlertsHint')} action={t('syncAlerts')} tint={colors.secondary} onPress={() => router.push('/health/medication-reminder-; 53: <Animated.View entering={FadeInDown.delay(185).duration(360)}><NavigationCard title={t('addReminder')} detail={t('medicationAndDose')} action={t('add')} tint={colors.secondary} onPress={() => router.push('/health/medication-reminder-add')} "	23: try { const response: any = await apiFetch('/health/reminders'); const rows = Array.isArray(response) ? response : response?.data; setReminders(Array.isArray(rows) ? rows : []); }		2: import { View, StyleSheet, ScrollView, StatusBar, ActivityIndicator } from 'react-native';; 11: type Reminder = { id: string; medicine_name_ar?: string; medicine_name_en?: string; today_doses?: Array<{ status: string }>; times?: string[]; chronic?: boolean };; 17: const [reminders, setReminders] = React.useState<Reminder[]>([]);; 18: const [loading, setLoading] = React.useState(true);; 19: const [error, setError] = React.useState<string | null>(null);; 22: setLoading(true); setError(null);; 24: catch { setError(t('logError')); }; 25: finally { setLoading(false); }	"7: import { AppText, Card, Button, IconButton } from '../../src/components/ui';; 44: <Card style={[styles.hero, { backgroundColor: colors.primarySurface, borderColor: colors.primary + '30' }]}>; 48: </Card>; 50: {error && <Animated.View entering={FadeInDown.duration(280)}><Card style={styles.error}><AppText variant=""bodySM"" color=""#B91C1C"" align=""right"">{error}</AppText><Button label={t('retry')} variant=""outline"" size=""sm"" full={false} onPress={lo; 51: <Animated.View entering={FadeInDown.delay(80).duration(360)}><NavigationCard title={t('remindersToday')} detail={reminders.length ? t('activeReminders', { count: reminders.length }) : t('noActiveReminders')} action={t('viewReminders')} tint; 52: <Animated.View entering={FadeInDown.delay(150).duration(360)}><NavigationCard title={t('deviceAlerts')} detail={t('deviceAlertsHint')} action={t('syncAlerts')} tint={colors.secondary} onPress={() => router.push('/health/medication-reminder-; 53: <Animated.View entering={FadeInDown.delay(185).duration(360)}><NavigationCard title={t('addReminder')} detail={t('medicationAndDose')} action={t('add')} tint={colors.secondary} onPress={() => router.push('/health/medication-reminder-add')} ; 54: <Animated.View entering={FadeInDown.delay(255).duration(360)}><NavigationCard title={t('chronicMeds')} detail={chronic ? t('chronicCount', { count: chronic }) : t('chronicHint')} action={t('manage')} tint={colors.warning} onPress={() => rou"	"18: const [loading, setLoading] = React.useState(true);; 19: const [error, setError] = React.useState<string | null>(null);; 22: setLoading(true); setError(null);; 24: catch { setError(t('logError')); }; 25: finally { setLoading(false); }; 41: {loading ? <View style={styles.center}><ActivityIndicator color={colors.primary} /><AppText variant=""bodySM"" color={colors.textTertiary}>{t('loading')}</AppText></View> :; 50: {error && <Animated.View entering={FadeInDown.duration(280)}><Card style={styles.error}><AppText variant=""bodySM"" color=""#B91C1C"" align=""right"">{error}</AppText><Button label={t('retry')} variant=""outline"" size=""sm"" full={false} onPress={lo; 65: const styles = StyleSheet.create({ container: { flex: 1 }, header: { flexDirection: 'row-reverse', alignItems: 'center', justifyContent: 'space-between', paddingHorizontal: 16, paddingBottom: 8 }, titleWrap: { alignItems: 'center', gap: 1 }"	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd_plus_patient_app.zip	app/health/family-calendar.tsx	63488ba6ac5a338926abe399617d46782644470ea317a5890eb0fa0861924307	6	OWNED_SOURCE_OR_CONFIG	ui/screen	family/health	YES	audit-artifacts/phase0d/phase0d-patient-mobile/evidence/app_health_family-calendar.tsx.md	Complete decoded member bytes; static semantic signals	1-6	"3: import { Redirect } from ""expo-router"";; 5: return <Redirect href=""/family/shared-calendar"" />;"						Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd_plus_patient_app.zip	app/health/vitals-log.tsx	bbc0288d2d3bf15d89464a704fa44cea962fa66ad974c58e9eeab43162407d56	67	OWNED_SOURCE_OR_CONFIG	ui/screen	pharmacy/orders	YES	audit-artifacts/phase0d/phase0d-patient-mobile/evidence/app_health_vitals-log.tsx.md	Complete decoded member bytes; static semantic signals	1-67	"3: import { router, useLocalSearchParams } from 'expo-router';; 18: export default function VitalsLogScreen() {; 56: <View style={[styles.header, { paddingTop: insets.top + 16 }]}><Button label=""إضافة"" variant=""ghost"" size=""sm"" icon=""add"" full={false} onPress={() => setShowForm(true)} /><AppText variant=""h3"">سجل القراءات</AppText><IconButton icon=""back"" b; 58: <View style={styles.types}>{TYPES.map((item) => <TouchableOpacity key={item.key} onPress={() => setType(item.key)} style={[styles.type, { backgroundColor: type === item.key ? item.color : colors.surfaceSecondary, borderColor: type === item.; 60: {error && <Card style={styles.error}><AppText variant=""bodySM"" color=""#B91C1C"" align=""right"">{error}</AppText><Button label=""إعادة المحاولة"" variant=""outline"" size=""sm"" full={false} onPress={load} /></Card>}; 61: {loading ? <View style={styles.center}><ActivityIndicator color={colors.primary} /><AppText variant=""bodySM"" color={colors.textTertiary}>جارٍ تحميل السجل…</AppText></View> : readings.length === 0 ? <Card style={styles.empty}><AppText varian; 63: {showForm && <View style={[styles.overlay, { backgroundColor: colors.overlay }]}><View style={[styles.sheet, { backgroundColor: colors.surface }]}><View style={styles.sheetHeader}><View style={{ width: 36 }} /><AppText variant=""h4"">إضافة {c"	35: try { const response: any = await apiFetch(`/health/vitals?type=${type}&limit=30`); const rows = Array.isArray(response) ? response : response?.data; setReadings(Array.isArray(rows) ? rows : []); }; 48: await apiFetch('/health/vitals', { method: 'POST', body: JSON.stringify(payload) });		2: import { View, StyleSheet, ScrollView, StatusBar, TouchableOpacity, ActivityIndicator } from 'react-native';; 22: const [type, setType] = React.useState<VitalType>(TYPES.some((item) => item.key === params.type) ? params.type as VitalType : 'bp');; 23: const [readings, setReadings] = React.useState<Reading[]>([]);; 24: const [loading, setLoading] = React.useState(true);; 25: const [saving, setSaving] = React.useState(false);; 26: const [error, setError] = React.useState<string | null>(null);; 27: const [showForm, setShowForm] = React.useState(false);; 28: const [primary, setPrimary] = React.useState('');	"6: import { AppText, Card, Button, IconButton, Input, SegmentedControl } from '../../src/components/ui';; 45: const payload: any = { type, context, source: 'manual' };; 46: if (type === 'bp') { payload.systolic = Number(primary); payload.diastolic = Number(secondary); }; 47: else payload.value = Number(primary);; 48: await apiFetch('/health/vitals', { method: 'POST', body: JSON.stringify(payload) });; 59: <Card style={[styles.notice, { backgroundColor: colors.primarySurface }]}><AppText variant=""caption"" color={colors.textSecondary} align=""right"">يعرض السجل القراءات التي حفظتها فقط. لا يحسب التطبيق تشخيصاً أو حكماً طبياً من هذه الأرقام.</App; 60: {error && <Card style={styles.error}><AppText variant=""bodySM"" color=""#B91C1C"" align=""right"">{error}</AppText><Button label=""إعادة المحاولة"" variant=""outline"" size=""sm"" full={false} onPress={load} /></Card>}; 61: {loading ? <View style={styles.center}><ActivityIndicator color={colors.primary} /><AppText variant=""bodySM"" color={colors.textTertiary}>جارٍ تحميل السجل…</AppText></View> : readings.length === 0 ? <Card style={styles.empty}><AppText varian"	24: const [loading, setLoading] = React.useState(true);; 26: const [error, setError] = React.useState<string | null>(null);; 34: setLoading(true); setError(null);; 36: catch { setError('تعذر تحميل سجل القراءات.'); }; 37: finally { setLoading(false); }; 42: if (!primary.trim() || (type === 'bp' && !secondary.trim())) { setError('أدخل قيمة القراءة المطلوبة قبل الحفظ.'); return; }; 43: setSaving(true); setError(null);; 50: } catch { setError('تعذر حفظ القراءة. تحقق من القيمة وحاول مجدداً.'); }	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd_plus_patient_app.zip	app/health/wearables.tsx	bdbf4af9ffcd414caba71dea8ffba9ef98ffef020f8c4bda89c6172f7a19b28f	232	OWNED_SOURCE_OR_CONFIG	ui/screen	identity/session	YES	audit-artifacts/phase0d/phase0d-patient-mobile/evidence/app_health_wearables.tsx.md	Complete decoded member bytes; static semantic signals	1-232	"2: // app/health/wearables.tsx — real /wearables API (compat): devices register + metric samples; 5: import { router } from 'expo-router';; 33: export default function WearablesScreen() {; 40: const [registering, setRegistering] = useState<string | null>(null);; 59: const registerDevice = async (name: string) => {; 60: setRegistering(name);; 71: setRegistering(null);; 97: <IconButton icon=""sleep"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.push('/health/sleep-tracker')} />"	45: apiFetch('/wearables/devices').catch(() => null),; 46: apiFetch('/wearables/data').catch(() => null),; 62: await apiFetch('/wearables/devices', {	"150: <Icon name=""refresh"" size={16} color={colors.primary} />"	3: import React, { useState } from 'react';; 4: import { View, StyleSheet, ScrollView, TouchableOpacity, StatusBar, ActivityIndicator, Alert } from 'react-native';; 37: const [devices, setDevices] = useState<any[]>([]);; 38: const [samples, setSamples] = useState<any[]>([]);; 39: const [loading, setLoading] = useState(true);; 40: const [registering, setRegistering] = useState<string | null>(null);; 51: console.error(e);; 53: setLoading(false);	9: import { AppText, Card, IconButton } from '../../src/components/ui';; 102: <Card style={{ marginTop: 16, flexDirection: 'row-reverse', alignItems: 'center', backgroundColor: colors.surface }}>; 105: </Card>; 114: <View style={[styles.todayCard, { backgroundColor: isDark ? colors.surface : colors.white, marginHorizontal: 16, marginTop: 16 } ]}>; 120: <View key={metric} style={[styles.statCard, { backgroundColor: isDark ? colors.background : colors.backgroundSecondary } ]}>; 141: <View key={device.id} style={[styles.deviceCard, { backgroundColor: isDark ? colors.surface : colors.white } ]}>; 163: <View style={[styles.supportedCard, { backgroundColor: isDark ? colors.surface : colors.white, marginHorizontal: 16 } ]}>; 201: todayCard: { borderRadius: 20, padding: 16, shadowColor: '#000', shadowOffset: { width: 0, height: 2 }, shadowOpacity: 0.06, shadowRadius: 8, elevation: 2 },	39: const [loading, setLoading] = useState(true);; 45: apiFetch('/wearables/devices').catch(() => null),; 46: apiFetch('/wearables/data').catch(() => null),; 50: } catch (e) {; 51: console.error(e);; 53: setLoading(false);; 68: } catch (err: any) {; 89: try { return new Date(d).toLocaleDateString(dateLocale(), { day: 'numeric', month: 'long' }); } catch { return ''; }	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd_plus_patient_app.zip	app/health/vitals.tsx	e28f1ae977a28b4ed32fe284f675054eff9ee0668f8ada3e0d001d205f0ac050	52	OWNED_SOURCE_OR_CONFIG	ui/screen	diagnostics/homecare	YES	audit-artifacts/phase0d/phase0d-patient-mobile/evidence/app_health_vitals.tsx.md	Complete decoded member bytes; static semantic signals	1-52	"3: import { router } from 'expo-router';; 17: export default function VitalsScreen() {; 39: <View style={[styles.header, { paddingTop: insets.top + 16 }]}><View style={{ width: 44 }} /><AppText variant=""h3"">مؤشراتي الحيوية</AppText><IconButton icon=""back"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => route; 42: {error && <Card style={styles.error}><AppText variant=""bodySM"" color=""#B91C1C"" align=""right"">{error}</AppText><Button label=""إعادة المحاولة"" variant=""outline"" size=""sm"" full={false} onPress={load} /></Card>}; 43: {!error && items.length === 0 && <Card style={styles.empty}><AppText variant=""h6"">لا توجد قراءات مسجلة</AppText><AppText variant=""bodySM"" color={colors.textTertiary} align=""right"">أضف قراءة جديدة لتظهر هنا. لا تُستخدم قيم افتراضية عند عدم و; 44: <View style={styles.grid}>{items.map((item) => <Card key={item.key} onPress={() => router.push({ pathname: '/health/vitals-log', params: { type: item.key } } as any)} style={styles.vital}><View style={{ alignItems: 'flex-end', gap: 5 }}><Ap; 45: <Button label=""إضافة قراءة جديدة"" variant=""gradient"" icon=""add"" onPress={() => router.push('/health/vitals-log')} />; 46: {items.length > 0 && <Button label=""عرض السجل"" variant=""outline"" onPress={() => router.push('/health/vitals-log')} />}"	27: const response: any = await apiFetch('/health/vitals/summary');		2: import { View, StyleSheet, ScrollView, StatusBar, ActivityIndicator } from 'react-native';; 20: const [items, setItems] = React.useState<VitalSummary[]>([]);; 21: const [loading, setLoading] = React.useState(true);; 22: const [error, setError] = React.useState<string | null>(null);; 25: setLoading(true); setError(null);; 31: setError('تعذر تحميل المؤشرات الحيوية. تحقق من الاتصال ثم أعد المحاولة.');; 32: } finally { setLoading(false); }; 38: <StatusBar barStyle={isDark ? 'light-content' : 'dark-content'} />	"6: import { AppText, Card, Button, IconButton } from '../../src/components/ui';; 41: <Card style={[styles.notice, { backgroundColor: colors.primarySurface }]}><AppText variant=""bodySM"" color={colors.textSecondary} align=""right"">تُعرض هنا آخر قراءة مسجلة لكل مؤشر فقط. لا تمثل النتيجة تشخيصاً طبياً.</AppText></Card>; 42: {error && <Card style={styles.error}><AppText variant=""bodySM"" color=""#B91C1C"" align=""right"">{error}</AppText><Button label=""إعادة المحاولة"" variant=""outline"" size=""sm"" full={false} onPress={load} /></Card>}; 43: {!error && items.length === 0 && <Card style={styles.empty}><AppText variant=""h6"">لا توجد قراءات مسجلة</AppText><AppText variant=""bodySM"" color={colors.textTertiary} align=""right"">أضف قراءة جديدة لتظهر هنا. لا تُستخدم قيم افتراضية عند عدم و; 44: <View style={styles.grid}>{items.map((item) => <Card key={item.key} onPress={() => router.push({ pathname: '/health/vitals-log', params: { type: item.key } } as any)} style={styles.vital}><View style={{ alignItems: 'flex-end', gap: 5 }}><Ap; 47: <Card onPress={() => router.push('/health/conditions-allergies')} style={styles.link}><View style={{ flex: 1, alignItems: 'flex-end' }}><AppText variant=""h6"">الأمراض والحساسية</AppText><AppText variant=""caption"" color={colors.textTertiary}>"	"21: const [loading, setLoading] = React.useState(true);; 22: const [error, setError] = React.useState<string | null>(null);; 25: setLoading(true); setError(null);; 30: } catch {; 31: setError('تعذر تحميل المؤشرات الحيوية. تحقق من الاتصال ثم أعد المحاولة.');; 32: } finally { setLoading(false); }; 40: {loading ? <View style={styles.center}><ActivityIndicator color={colors.primary} /><AppText variant=""bodySM"" color={colors.textTertiary}>جارٍ تحميل قراءاتك…</AppText></View> : <ScrollView contentContainerStyle={[styles.content, { paddingBot; 42: {error && <Card style={styles.error}><AppText variant=""bodySM"" color=""#B91C1C"" align=""right"">{error}</AppText><Button label=""إعادة المحاولة"" variant=""outline"" size=""sm"" full={false} onPress={load} /></Card>}"	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
nabd_plus_patient_app.zip	app/reviews/index.tsx	58497e2a9618db032f00b99080c92b1fadd4777afc88e6724afd6e8da64d6c0c	333	OWNED_SOURCE_OR_CONFIG	ui/screen	pharmacy/orders	YES	audit-artifacts/phase0d/phase0d-patient-mobile/evidence/app_reviews_index.tsx.md	Complete decoded member bytes; static semantic signals	1-333	"13: import { router, useLocalSearchParams } from ""expo-router"";; 35: export default function ReviewsScreen() {; 46: const [submitted, setSubmitted] = useState(false);; 47: const [submitting, setSubmitting] = useState(false);; 49: const bookingKind = String(params.booking_kind || 'appointment');; 50: const bookingId = String(params.booking_id || params.appointmentId || '');; 55: const handleSubmit = async () => {; 56: if (overallRating === 0 || submitting) return;"	64: await apiFetch('/patient-ux/review', {		"3: import React, { useState } from ""react"";; 40: const [overallRating, setOverallRating] = useState(0);; 41: const [aspectRatings, setAspectRatings] = useState<Record<string, number>>(; 44: const [review, setReview] = useState("""");; 45: const [anonymous, setAnonymous] = useState(false);; 46: const [submitted, setSubmitted] = useState(false);; 47: const [submitting, setSubmitting] = useState(false);; 63: // E2: real review endpoint (was a fake 1.5s success — nothing was ever saved)"	20: Card,; 117: styles.card,; 146: styles.card,; 174: styles.card,; 271: card: {; 280: cardTitle: {	76: setTimeout(() => router.back(), 1500);; 77: } catch (e: any) {	Traceability required; no execution performed	Complete member read from baseline archive bytes; no product code changed
