screen_or_member	domain	role	static_actions_api_state_signals	backend/payment/journey_status	gap_or_required_test
audit-artifacts/NABDAH_ENDPOINT_CONTROLLER_RECONCILIATION_20260818.md	cross-surface	source/config	5: This result is **triage only, not a defect count**. Backend controllers commonly compose routes from class-level `@Controller()` prefixes, dynamic `:id` parameters, constants, and nested modules, while consumers may include query strings or || 7: Required next step is a route compiler that reads class-level and method-level decorators, normalizes dynamic segments/query strings, and then maps each consumer call to an exact controller route and HTTP method. Only after that pass may a  || 5: This result is **triage only, not a defect count**. Backend controllers commonly compose routes from class-level `@Controller()` prefixes, dynamic `:id` parameters, constants, and nested modules, while consumers may include query strings or	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
audit-artifacts/CURRENT_PRODUCTION_READINESS_TRUTH_AUDIT_AR.md	pharmacy/orders	source/config	9: تم تنفيذ login وserver-side session و2FA verification، pharmacy/orders read-only، cart/checkout/prescription previews read-only، order tracking، appointments list/detail، diagnostics list/detail، health score informational، health reports m || 11: آخر slice أضاف `GET /insurance/claims` مع BFF GET-only allowlist وparser يسمح فقط بـ `id/service/status/date`. لا تُعرض patient identifiers أو amounts أو covered values أو documents أو payment/refund actions. || 23: | Auth/onboarding | register، forgot/reset password، resend/expiry/lockout، consent، provider onboarding | عقود DTO وحالات 429 وrefresh/logout متعدد الأجهزة لم تُثبت حية بالكامل | || 24: | Consultations | doctor/provider search، slot locking، booking/cancel/reschedule، waiting room، LiveKit/video، doctor chat، rating | mutations وrealtime/video ownership/idempotency غير مغلقة | || 25: | Pharmacy | add-to-cart، prescription scan/OCR، checkout، payment، reorder، pharmacist chat، coupon/address | payment/webhook/protected-media/idempotency contracts غير مثبتة | || 26: | Diagnostics | packages/search/compare، sample booking، tracking، insurance upload/approval، reports/results، protected PDF | media authorization، logistics status machine، upload/download contracts غير مثبتة | || 28: | Insurance | add policy، coverage check، network providers، submit claim، copay/payment split، refund | sensitive documents والـfinancial mutation contracts غير مثبتة | || 31: | Orders/Wallet/Loyalty/Returns/Support | refunds، wallet، top-up، loyalty، returns، reviews، tickets/support chat | payment/PCI/webhook/audit/SLA contracts ناقصة | || 32: | Content/Settings | articles/bookmarks/community/search/privacy export/deletion/settings actions | content/moderation/privacy/legal contracts ناقصة | || 39: لكن لا يصح القول إن التصميم “الأفضل عالميًا” أو إنه حصل على ترتيب/score أو أنه لا يشبه أي تطبيق؛ لم يُجرَ benchmark رسمي مع Figma أو design award rubric. كما أن الـanimation الحالية محدودة غالبًا في transitions وhover وبعض reduced-motion ru || 41: للوصول إلى مستوى premium عالمي قابل للدفاع عنه يلزم design source of truth: Figma أو token spec نهائي، typography/fonts مرخصة، icon/brand asset set، component states، responsive snapshots لكل route، visual regression، وقواعد motion موحدة مع || 49: لا يمكن إعلان 100% قبل أن تصل contract packs التالية من Backend: auth/onboarding، transactional pharmacy/order/payment، booking/realtime/video، diagnostics media/results/tracking، insurance payment/claims/documents، family permissions، AI/m || 9: تم تنفيذ login وserver-side session و2FA verification، pharmacy/orders read-only، cart/checkout/prescription previews read-only، order tracking، appointments list/detail، diagnostics list/detail، health score informational، health reports m || 11: آخر slice أضاف `GET /insurance/claims` مع BFF GET-only allowlist وparser يسمح فقط بـ `id/service/status/date`. لا تُعرض patient identifiers أو amounts أو covered values أو documents أو payment/refund actions. || 31: | Orders/Wallet/Loyalty/Returns/Support | refunds، wallet، top-up، loyalty، returns، reviews، tickets/support chat | payment/PCI/webhook/audit/SLA contracts ناقصة | || 9: تم تنفيذ login وserver-side session و2FA verification، pharmacy/orders read-only، cart/checkout/prescription previews read-only، order tracking، appointments list/detail، diagnostics list/detail، health score informational، health reports m || 15: لم يُعثر في browser-facing production code على `mock`, `fake`, `dummy`, `fixture` أو seed patient data. truthful-runtime gate نجح على 195 ملف production source. القيم الثابتة الموجودة هي labels، status translations، empty/error copy، design || 23: | Auth/onboarding | register، forgot/reset password، resend/expiry/lockout، consent، provider onboarding | عقود DTO وحالات 429 وrefresh/logout متعدد الأجهزة لم تُثبت حية بالكامل | || 24: | Consultations | doctor/provider search، slot locking، booking/cancel/reschedule، waiting room، LiveKit/video، doctor chat، rating | mutations وrealtime/video ownership/idempotency غير مغلقة | || 26: | Diagnostics | packages/search/compare، sample booking، tracking، insurance upload/approval، reports/results، protected PDF | media authorization، logistics status machine، upload/download contracts غير مثبتة | || 27: | Family | invite/join/permissions/consent، member health، family chat/calendar | membership authorization وconsent/audit contracts ناقصة | || 33: | Operations | Staging E2E، deployment/rollback/monitoring، CSP/HSTS/CSRF/rate-limit، pen test، Web Vitals | البيئة الحية والحسابات وعمليات التشغيل لم تُفتح بعد | || 41: للوصول إلى مستوى premium عالمي قابل للدفاع عنه يلزم design source of truth: Figma أو token spec نهائي، typography/fonts مرخصة، icon/brand asset set، component states، responsive snapshots لكل route، visual regression، وقواعد motion موحدة مع || 49: لا يمكن إعلان 100% قبل أن تصل contract packs التالية من Backend: auth/onboarding، transactional pharmacy/order/payment، booking/realtime/video، diagnostics media/results/tracking، insurance payment/claims/documents، family permissions، AI/m	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
audit-artifacts/provider_dashboard_insurance_static_audit_20260820.txt	pharmacy/orders	client/state/service	"72: ===== shared/InsuranceRequestsScreen.tsx ===== || 62: ===== radiology/RadiologyDashboard.tsx ===== || 64: ===== pharmacy/PharmacyDashboard.tsx ===== || 66: ===== nursing/NursingDashboard.tsx ===== || 72: ===== shared/InsuranceRequestsScreen.tsx ===== || 8: 1155- {isVip && <NBadge label=""VIP "" variant=""success"" size=""xs"" />} || 11: 2843- const [exStart, setExStart] = useState('12:00'); || 12: 2844- const [exEnd, setExEnd] = useState('14:00'); || 14: 2846: const [insurances, setInsurances] = useState([ || 27: 2896-      show(tr('تم حفظ جدول التوفر الأسبوعي', 'Weekly availability saved'), 'success'); || 43: 3337: const [insurances, setInsurances] = useState([ || 14: 2846: const [insurances, setInsurances] = useState([ || 15: 2847:  { id: 'bupa', ar: 'بوبا العربية', en: 'Bupa Arabia', active: true, copay: '10', tier: 'VIP', clinic: true, online: false, home: false }, || 16: 2848:  { id: 'tawuniya', ar: 'التعاونية للتأمين', en: 'Tawuniya', active: true, copay: '20', tier: 'Class A', clinic: true, online: true, home: false }, || 17: 2849:  { id: 'medgulf', ar: 'ميدغلف', en: 'Medgulf', active: false, copay: '20', tier: 'Class B', clinic: true, online: false, home: false }, || 18: 2850:  { id: 'malath', ar: 'ملاذ للتأمين', en: 'Malath Insurance', active: false, copay: '25', tier: 'Class C', clinic: false, online: false, home: false }, || 26: 2895:      await client.post('/provider/settings/delta', { newData: { weeklySchedule, exceptions, insurances } }); || 31: 2956- </NCard> || 33: 2958- {/* Insurance Config */} || 34: 2959: <NSecHeader title={tr('شركات التأمين المقبولة', 'Accepted Insurances')} /> || 35: 2960: {insurances.map(item => ( || 36: 2961-  <NCard key={item.id} style={{ marginBottom: SP.md }}> || 43: 3337: const [insurances, setInsurances] = useState([ || 29: 2898-    } catch (e) {"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
audit-artifacts/NABDAH_DIRECT_COMPONENT_INVENTORY_20260818.txt	pharmacy/orders	source/config	13: backend/infra/fastapi/ai_routes.py || 105: backend/src/modules/booking-flow/booking-flow.module.ts || 106: backend/src/modules/booking-ops/booking-ops.module.ts || 197: backend/src/modules/home-care/repositories/homecarebooking.repository.ts || 201: backend/src/modules/home-care/schemas/home-care-booking.schema.ts || 236: patient-app/app/(auth)/login.tsx || 240: patient-app/app/(auth)/register.tsx || 270: patient-app/app/consultations/booking-confirm.tsx || 271: patient-app/app/consultations/booking-success.tsx || 273: patient-app/app/consultations/cancel-reschedule.tsx || 293: patient-app/app/diagnostics/book-sample.tsx || 294: patient-app/app/diagnostics/booking-confirm.tsx || 13: backend/infra/fastapi/ai_routes.py || 14: backend/infra/fastapi/ai_service.py || 15: backend/infra/fastapi/import_etl_products.py || 16: backend/infra/fastapi/nestjs_proxy.py || 17: backend/infra/fastapi/requirements.txt || 18: backend/infra/fastapi/seed_data.py || 19: backend/infra/fastapi/server.py || 20: backend/infra/fastapi/setup_server.sh || 21: backend/infra/fastapi/tests/conftest.py || 22: backend/infra/fastapi/tests/test_nabd_backend.py || 39: backend/src/common/auth.guard.spec.ts || 40: backend/src/common/auth.guard.ts	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
audit-artifacts/NABDAH_OWNER_REVIEWER_NEXT_ACTIONS_20260820.md	pharmacy/orders	source/config	"37: | Apple signing وTestFlight | build number وسجل upload ناجح | || 38: | Device farm وAndroid+iOS حقيقيان | screenshots/videos/logs/crashes للحالات الحرجة | || 40: تختبر الأجهزة permissions وpush/deep links وweak network وbackground/lifecycle/orientation وcamera/GPS/audio وLiveKit/CallKeep أو full-screen intent، بالإضافة إلى crash reporting. || 44: التغطية التقنية للغات الست والـRTL اجتازت الاختبارات، لكن يلزم sign-off بشري. يراجع مختصون AR/EN/UR/HI/BN/FIL النص الطبي والمالي والقانوني، مع RTL للعربية فقط وLTR لبقية اللغات. توثق كل شاشة حرجة، truncation، font/rendering، screen reader،  || 50: | Moyasar | Owner/Finance/DevOps | test-safe activation ثم intent/webhook/idempotency/refund Sandbox | || 62: [1]: `NABDAH_PHASE16_SANDBOX_EXECUTION_REGISTER_20260819.md` ""سجل Phase 16"" || 25: | foreign patient/doctor/pharmacy على الوصفة | 403 أو404 بحسب العقد | read-only negative | || 54: | Pharmacy/Lab/Radiology/Nursing/Hospital lifecycle | Owner/QA | fixtures مملوكة قابلة للتنظيف لكل actor/state | || 26: | Lab embedded report | owner 200؛ foreign 404 | read-only | || 40: تختبر الأجهزة permissions وpush/deep links وweak network وbackground/lifecycle/orientation وcamera/GPS/audio وLiveKit/CallKeep أو full-screen intent، بالإضافة إلى crash reporting. || 50: | Moyasar | Owner/Finance/DevOps | test-safe activation ثم intent/webhook/idempotency/refund Sandbox | || 51: | SOS/consent/location/AI/PHI | Owner/Legal/Product | اعتماد مكتوب للعقد والمحتوى والاحتفاظ والتدقيق | || 52: | Admin RBAC | Owner/Admin reviewer | 2FA/step-up مفوض وfixtures معزولة وسجل تدقيق | || 53: | Provider intake | Owner/QA | عناوين/هوية Sandbox معزولة ومسار cleanup pending/approved | || 54: | Pharmacy/Lab/Radiology/Nursing/Hospital lifecycle | Owner/QA | fixtures مملوكة قابلة للتنظيف لكل actor/state | || 22: | clinic/cash → check-in → start → manual prescription | 201 ثم 200/200 ثم 201 وبند `PENDING_REVIEW` | تستكمل إلى terminal | || 50: | Moyasar | Owner/Finance/DevOps | test-safe activation ثم intent/webhook/idempotency/refund Sandbox | || 53: | Provider intake | Owner/QA | عناوين/هوية Sandbox معزولة ومسار cleanup pending/approved | || 54: | Pharmacy/Lab/Radiology/Nursing/Hospital lifecycle | Owner/QA | fixtures مملوكة قابلة للتنظيف لكل actor/state | || 22: | clinic/cash → check-in → start → manual prescription | 201 ثم 200/200 ثم 201 وبند `PENDING_REVIEW` | تستكمل إلى terminal | || 50: | Moyasar | Owner/Finance/DevOps | test-safe activation ثم intent/webhook/idempotency/refund Sandbox | || 22: | clinic/cash → check-in → start → manual prescription | 201 ثم 200/200 ثم 201 وبند `PENDING_REVIEW` | تستكمل إلى terminal | || 53: | Provider intake | Owner/QA | عناوين/هوية Sandbox معزولة ومسار cleanup pending/approved |"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
audit-artifacts/ADMIN_SOURCE_INVENTORY_20260818.txt	pharmacy/orders	source/config	"27: src/pages/_app.tsx || 28: src/pages/_document.tsx || 29: src/pages/admin/ai-control.tsx || 30: src/pages/admin/ambulance-fleet.tsx || 31: src/pages/admin/analytics.tsx || 32: src/pages/admin/audit-logs.tsx || 33: src/pages/admin/catalog-manager.tsx || 34: src/pages/admin/commissions.tsx || 35: src/pages/admin/config-portal.tsx || 36: src/pages/admin/dashboard.tsx || 37: src/pages/admin/disputes.tsx || 38: src/pages/admin/financial-ledger.tsx || 42: src/pages/admin/insurance-companies.tsx || 43: src/pages/admin/insurance-queue.tsx || 47: src/pages/admin/nursing-portal.tsx || 50: src/pages/admin/pharmacy-procurement.tsx || 59: src/pages/api/hello.ts || 63: src/pages/home-care-services/index.tsx || 89: /home/ubuntu/admin-build-work/web-admin/src/pages/admin/pharmacy-procurement.tsx:116:                      <a href={r.uploaded_file_url} target=""_blank"" rel=""noreferrer"" className=""text-teal-700 text-sm font-bold underline"">الملف المرفق</a> || 106: ""/pharmacy/cart"" || 124: '/admin/insurance-companies' || 125: '/admin/insurance-queue' || 126: '/admin/insurance/stats' || 133: '/admin/nursing-portal'"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
audit-artifacts/NABDAH_PHASE8_BATCH_P_PROVIDER_DIAGNOSTIC_REPORT_INTEGRITY_20260819.md	consultation/booking	client/state/service	5: The Phase 3 audit found radiology report upload accepted client-supplied PDF/DICOM/image URLs and stored them on bookings. A provider could claim that arbitrary location was a medical report, and downstream patient/doctor notifications woul || 11: | Radiology report upload | The operations upload route rejects `pdf_url`, `dicom_url`, and `image_urls`. It now requires `report_storage_object_id`; the object must exist, be private, be owned by the authenticated provider and have PDF MIM || 12: | Booking persistence | Both legacy and center booking schemas now carry storage-object ID fields for report, DICOM and image artifacts. Raw URL fields are cleared on secure upload; report review requires a secure report object ID. | || 14: | Module wiring | The radiology module registers the existing StorageObject schema so report validation has a server-side source of truth. | || 25: | Branch upload | **PASS** — source commit `29a5927` (`fix: require private storage for radiology reports`) is on `manus/on-live-reconciliation`. | || 29: The legacy raw report endpoint is intentionally unavailable until the Provider app migrates to upload a private StorageObject then submits its ID. It is safer to block this path than manufacture a report or accept arbitrary URLs. Patient de || 11: | Radiology report upload | The operations upload route rejects `pdf_url`, `dicom_url`, and `image_urls`. It now requires `report_storage_object_id`; the object must exist, be private, be owned by the authenticated provider and have PDF MIM || 13: | Legacy provider endpoint | `radiology/provider/finalize-scan/:id`, which still accepts raw URL payloads, now fails closed with an explicit migration error. It cannot create a report-ready record from a client URL. | || 20: | Focused report-storage regression | **PASS** — 1 suite, 2 tests. It rejects a raw report URL before state mutation and accepts only a private provider-owned PDF object reference. | || 13: | Legacy provider endpoint | `radiology/provider/finalize-scan/:id`, which still accepts raw URL payloads, now fails closed with an explicit migration error. It cannot create a report-ready record from a client URL. | || 13: | Legacy provider endpoint | `radiology/provider/finalize-scan/:id`, which still accepts raw URL payloads, now fails closed with an explicit migration error. It cannot create a report-ready record from a client URL. |	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
audit-artifacts/PHASE5_REVALIDATION_SUMMARY_20260818.md	pharmacy/orders	source/config	5: The reconciliation branch is clean and synchronized at the latest QA commit. Provider App TypeScript, Jest contract tests, Expo Android export, and Expo prebuild passed after restoring the authoritative entrypoint. The audit-report project  || 9: Pharmacy lifecycle is blocked because the sandbox pharmacy has `started:false`, an empty broadcast list, and no proven ownership of the real pending order. Laboratory lifecycle is blocked because the inbox has no pre-report sandbox request. || 13: The first Patient exact-read attempt remains recorded as a transport timeout; it was superseded for the tested read set by a later successful retry and must not be counted as a functional failure. || 5: The reconciliation branch is clean and synchronized at the latest QA commit. Provider App TypeScript, Jest contract tests, Expo Android export, and Expo prebuild passed after restoring the authoritative entrypoint. The audit-report project  || 9: Pharmacy lifecycle is blocked because the sandbox pharmacy has `started:false`, an empty broadcast list, and no proven ownership of the real pending order. Laboratory lifecycle is blocked because the inbox has no pre-report sandbox request. || 17: These results do not constitute a full launch-ready certification. They establish several verified security/readiness gates while leaving lifecycle, Admin source authority, device testing, financial gateway activation, and contract approval || 5: The reconciliation branch is clean and synchronized at the latest QA commit. Provider App TypeScript, Jest contract tests, Expo Android export, and Expo prebuild passed after restoring the authoritative entrypoint. The audit-report project  || 9: Pharmacy lifecycle is blocked because the sandbox pharmacy has `started:false`, an empty broadcast list, and no proven ownership of the real pending order. Laboratory lifecycle is blocked because the inbox has no pre-report sandbox request. || 13: The first Patient exact-read attempt remains recorded as a transport timeout; it was superseded for the tested read set by a later successful retry and must not be counted as a functional failure. || 5: The reconciliation branch is clean and synchronized at the latest QA commit. Provider App TypeScript, Jest contract tests, Expo Android export, and Expo prebuild passed after restoring the authoritative entrypoint. The audit-report project  || 9: Pharmacy lifecycle is blocked because the sandbox pharmacy has `started:false`, an empty broadcast list, and no proven ownership of the real pending order. Laboratory lifecycle is blocked because the inbox has no pre-report sandbox request. || 13: The first Patient exact-read attempt remains recorded as a transport timeout; it was superseded for the tested read set by a later successful retry and must not be counted as a functional failure.	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
audit-artifacts/NABDAH_PHASE8_BATCH_T_INSURANCE_COPAY_INTEGRITY_20260819.md	pharmacy/orders	source/config	5: The Patient insurance payment-split screen computed coverage and patient/company shares from route parameters and a generic coverage check, then posted those client-derived values to `/insurance/payment-confirm` without the authoritative in || 11: | Consultation insurance booking | After the server creates the appointment, the app creates an insurance request with only the owned appointment ID and `consultation` kind. It navigates to the insurance request summary instead of auto-conf || 12: | Request-bound summary | Payment split now requires `request_id`, reads `/insurance/requests/:id`, and accepts only a valid owned server request containing booking identity, state, price, and copay. It no longer trusts route amount, servic || 13: | Decision gate | Provider review is rendered as a non-payable waiting state; partial approval opens the existing idempotent payment-intent route for `insurance/<request-id>`; full approval submits only the request ID to the canonical copay || 14: | Client payment safety | The checkout transition carries the server intent ID, server checkout URL, request ID and server amount. No transaction ID, payment success, appointment confirmation, or financial share is manufactured in the clien || 16: | Regression coverage | A pure contract test covers request shape validation, provider-review blocking, checkout eligibility, and invalid/missing request data. | || 28: | Existing Backend authority | **Confirmed source contract** — `InsuranceFlowService` checks request ownership, requires `COPAY_PENDING` plus a paid matching transaction for non-zero copay, and settles verified checkout events fail-closed.  || 29: | Branch upload | **PASS** — source commit `edc625c` (`fix: bind insurance copay to owned request`) is on `manus/on-live-reconciliation`. | || 5: The Patient insurance payment-split screen computed coverage and patient/company shares from route parameters and a generic coverage check, then posted those client-derived values to `/insurance/payment-confirm` without the authoritative in || 12: | Request-bound summary | Payment split now requires `request_id`, reads `/insurance/requests/:id`, and accepts only a valid owned server request containing booking identity, state, price, and copay. It no longer trusts route amount, servic || 28: | Existing Backend authority | **Confirmed source contract** — `InsuranceFlowService` checks request ownership, requires `COPAY_PENDING` plus a paid matching transaction for non-zero copay, and settles verified checkout events fail-closed.  || 5: The Patient insurance payment-split screen computed coverage and patient/company shares from route parameters and a generic coverage check, then posted those client-derived values to `/insurance/payment-confirm` without the authoritative in || 12: | Request-bound summary | Payment split now requires `request_id`, reads `/insurance/requests/:id`, and accepts only a valid owned server request containing booking identity, state, price, and copay. It no longer trusts route amount, servic || 13: | Decision gate | Provider review is rendered as a non-payable waiting state; partial approval opens the existing idempotent payment-intent route for `insurance/<request-id>`; full approval submits only the request ID to the canonical copay || 14: | Client payment safety | The checkout transition carries the server intent ID, server checkout URL, request ID and server amount. No transaction ID, payment success, appointment confirmation, or financial share is manufactured in the clien || 15: | Appointment detail | The old `/patient/pay-copay` call with the appointment ID and immediate local `CONFIRMED` mutation was removed. The user first resolves a matching active insurance request and then opens its reviewed server state. | || 28: | Existing Backend authority | **Confirmed source contract** — `InsuranceFlowService` checks request ownership, requires `COPAY_PENDING` plus a paid matching transaction for non-zero copay, and settles verified checkout events fail-closed.  || 33: No payment intent, policy, insurance request, appointment, or other production record was created or changed. Real card payment is still deferred pending Moyasar activation. Phase 11 must verify an owned sandbox appointment through request  || 1: # Phase 8 — Batch T: insurance copay and payment-split integrity || 5: The Patient insurance payment-split screen computed coverage and patient/company shares from route parameters and a generic coverage check, then posted those client-derived values to `/insurance/payment-confirm` without the authoritative in || 11: | Consultation insurance booking | After the server creates the appointment, the app creates an insurance request with only the owned appointment ID and `consultation` kind. It navigates to the insurance request summary instead of auto-conf || 12: | Request-bound summary | Payment split now requires `request_id`, reads `/insurance/requests/:id`, and accepts only a valid owned server request containing booking identity, state, price, and copay. It no longer trusts route amount, servic || 13: | Decision gate | Provider review is rendered as a non-payable waiting state; partial approval opens the existing idempotent payment-intent route for `insurance/<request-id>`; full approval submits only the request ID to the canonical copay || 14: | Client payment safety | The checkout transition carries the server intent ID, server checkout URL, request ID and server amount. No transaction ID, payment success, appointment confirmation, or financial share is manufactured in the clien	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
audit-artifacts/PATIENT2_BOLA_READ_20260818.json	pharmacy/orders	source/config	"1: {""login_status"":201,""order_id"":""62039080-53eb-4ca2-8bac-69c2a7bb038f"",""foreign_read_status"":403,""foreign_read_body_bytes"":71} || 1: {""login_status"":201,""order_id"":""62039080-53eb-4ca2-8bac-69c2a7bb038f"",""foreign_read_status"":403,""foreign_read_body_bytes"":71} || 1: {""login_status"":201,""order_id"":""62039080-53eb-4ca2-8bac-69c2a7bb038f"",""foreign_read_status"":403,""foreign_read_body_bytes"":71}"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
audit-artifacts/PATIENT_READONLY_LIVE_MATRIX_20260818.json	pharmacy/orders	source/config	"3: ""login"": {""status"": ""success"", ""token_received"": true}, || 5: {""path"":""/profile"",""status"":404,""classification"":""UNRECONCILED_ROUTE""}, || 7: {""path"":""/family"",""status"":404,""classification"":""UNRECONCILED_ROUTE_OR_EMPTY_CONTRACT""}, || 11: {""path"":""/appointments/mine"",""status"":404,""classification"":""UNRECONCILED_ROUTE""}, || 14: {""path"":""/hospitals"",""status"":404,""classification"":""UNRECONCILED_ROUTE""}, || 22: ""note"": ""404s may be stale route guesses rather than source defects; next step is exact consumer-to-controller reconciliation before any mutation."" || 6: {""path"":""/notifications"",""status"":200,""classification"":""PASS_READ""}, || 8: {""path"":""/wallet/balance"",""status"":200,""classification"":""PASS_READ""}, || 9: {""path"":""/wallet/transactions"",""status"":200,""classification"":""PASS_READ""}, || 10: {""path"":""/orders/mine"",""status"":200,""classification"":""PASS_READ""}, || 11: {""path"":""/appointments/mine"",""status"":404,""classification"":""UNRECONCILED_ROUTE""}, || 15: {""path"":""/labs/packages"",""status"":200,""classification"":""PASS_READ""}, || 16: {""path"":""/radiology/services"",""status"":200,""classification"":""PASS_READ""}, || 17: {""path"":""/pharmacy/products"",""status"":200,""classification"":""PASS_READ""}, || 18: {""path"":""/home-care/services"",""status"":200,""classification"":""PASS_READ""}, || 19: {""path"":""/insurance/companies"",""status"":200,""classification"":""PASS_READ""}, || 3: ""login"": {""status"": ""success"", ""token_received"": true}, || 12: {""path"":""/services"",""status"":403,""classification"":""CONTRACT_OR_ROLE_MISMATCH""}, || 3: ""login"": {""status"": ""success"", ""token_received"": true}, || 5: {""path"":""/profile"",""status"":404,""classification"":""UNRECONCILED_ROUTE""}, || 6: {""path"":""/notifications"",""status"":200,""classification"":""PASS_READ""}, || 7: {""path"":""/family"",""status"":404,""classification"":""UNRECONCILED_ROUTE_OR_EMPTY_CONTRACT""}, || 8: {""path"":""/wallet/balance"",""status"":200,""classification"":""PASS_READ""}, || 9: {""path"":""/wallet/transactions"",""status"":200,""classification"":""PASS_READ""},"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
audit-artifacts/insurance_catalog_final_operational_static_scan_20260820.txt	insurance/payment	source/config	1: /home/ubuntu/nabdah_execution/provider/src/api/catalogs.ts:7: * served by the backend (insurance_companies / insurance_networks collections, || 2: /home/ubuntu/nabdah_execution/provider/src/api/catalogs.ts:15:  id: string;          // company code (e.g. 'bupa') || 1: /home/ubuntu/nabdah_execution/provider/src/api/catalogs.ts:7: * served by the backend (insurance_companies / insurance_networks collections,	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
audit-artifacts/NABDAH_PHASE2_NO_EXACT_ROUTE_REVIEW_20260819.md	pharmacy/orders	source/config	1: # Phase 2 Patient — no-exact route review || 5: The final Patient contract table listed ten provisional `NO_EXACT_ROUTE_REVIEW` rows. This document rechecks those rows against the Backend `main=53ba7da` source and does not perform any production mutation or source edit. || 7: | # | Patient consumer | Route/method | Backend evidence | Result | || 12: | 4 | `pharmacy/chat-with-pharmacist.tsx:60` | `POST /chat/threads/booking` | Same controller exposes `POST threads/booking` under both base aliases | **PASS_ALIAS_MATCH** | || 15: | 7 | `pharmacy/chat-with-pharmacist.tsx:168` | `POST /chat/threads/:id/messages` | Same controller exposes the same message send contract; repeated consumer, not a missing route | **PASS_ALIAS_MATCH** | || 18: | 10 | `programs/active.tsx:72` | `POST /medical/programs/complete-session` | `NabdExtensionsController` exposes `POST medical/programs/complete-session` and requires `programType` plus `sessionId` | **PASS_EXACT_ROUTE** | || 22: The ten provisional no-exact rows contain **no confirmed missing Backend route**. Eight are valid Chat alias contracts, one is a real client method mismatch against an existing GET route, and one is an exact POST route whose payload and sta || 26: The Chat contract is in `backend/src/modules/chat/chat.module.ts`, where the controller decorator is `@Controller(['chat', 'chats'])` and the direct, booking, message GET, and message POST handlers are present. The medical-program contracts || 16: | 8 | `SocketContext.tsx:57` | `POST /chats/threads/:id/messages` | `@Controller(['chat', 'chats'])` explicitly supports the `chats` prefix | **PASS_ALIAS_MATCH** | || 18: | 10 | `programs/active.tsx:72` | `POST /medical/programs/complete-session` | `NabdExtensionsController` exposes `POST medical/programs/complete-session` and requires `programType` plus `sessionId` | **PASS_EXACT_ROUTE** | || 22: The ten provisional no-exact rows contain **no confirmed missing Backend route**. Eight are valid Chat alias contracts, one is a real client method mismatch against an existing GET route, and one is an exact POST route whose payload and sta || 26: The Chat contract is in `backend/src/modules/chat/chat.module.ts`, where the controller decorator is `@Controller(['chat', 'chats'])` and the direct, booking, message GET, and message POST handlers are present. The medical-program contracts || 22: The ten provisional no-exact rows contain **no confirmed missing Backend route**. Eight are valid Chat alias contracts, one is a real client method mismatch against an existing GET route, and one is an exact POST route whose payload and sta || 17: | 9 | `programs/active.tsx:44` | `POST /medical/programs/active` | `NabdExtensionsController` exposes `GET /medical/programs/active`; the consumer method is wrong for the read path and requires semantic/payload review | **METHOD_MISMATCH**  || 22: The ten provisional no-exact rows contain **no confirmed missing Backend route**. Eight are valid Chat alias contracts, one is a real client method mismatch against an existing GET route, and one is an exact POST route whose payload and sta	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
